"parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label"
"210719_a25","14557507",581.615867626727,305.587358854817,"1","","138L","truck","aM","vNM","L","a","aMvNM",2.53076710914205,1.94915124151532,2.22517975028723,1,"14557507_138LaMvNM"
"210719_a25","14557507",628.789770595776,453.198707247376,"1","","139L","tub","aM","vM","L","a","aMvM",3.00977475432482,2.38098498372904,2.55657604707744,1,"14557507_139LaMvM"
"210719_a25","14557507",830.530186024046,600.074925296566,"1","","13H","breath","aM","vM","H","a","aMvM",3.10206180954798,2.27153162352393,2.50198688425141,1,"14557507_13HaMvM"
"210719_a25","14557507",613.287526651197,489.591217127417,"1","","140L","van","aNM","vM","L","a","aNMvM",3.20758133698926,2.59429381033806,2.71799011986184,1,"14557507_140LaNMvM"
"210719_a25","14557507",445.624768728639,99.8751880434887,"1","","141H","wax","aNM","vNM","H","a","aNMvNM",2.76602870764726,2.32040393891862,2.66615351960377,1,"14557507_141HaNMvNM"
"210719_a25","14557507",516.564125916542,378.596547371862,"1","","14H","broom","aM","vM","H","a","aMvM",2.55307866923602,2.03651454331948,2.17448212186416,1,"14557507_14HaMvM"
"210719_a25","14557507",530.388981266112,364.029182415532,"1","","15L","bruise","aNM","vNM","L","a","aNMvNM",2.59394638217965,2.06355740091354,2.22991719976412,1,"14557507_15LaNMvNM"
"210719_a25","14557507",444.600703495086,282.510859745096,"1","","16H","cake","aM","vNM","H","a","aMvNM",3.09475656124857,2.65015585775348,2.81224570150347,1,"14557507_16HaMvNM"
"210719_a25","14557507",569.876210257263,337.396251680274,"1","","17L","calf","aM","vNM","L","a","aMvNM",3.29332100381718,2.72344479355992,2.95592475213691,1,"14557507_17LaMvNM"
"210719_a25","14557507",487.407618526371,255.240850398671,"1","","19L","chat","aM","vM","L","a","aMvM",2.81797824307339,2.33057062454702,2.56273739267472,1,"14557507_19LaMvM"
"210719_a25","14557507",697.691077546172,308.114542458442,"1","","20L","chunks","aNM","vM","L","a","aNMvM",3.01913498269502,2.32144390514885,2.71102044023658,1,"14557507_20LaNMvM"
"210719_a25","14557507",538.916889590977,353.540993387037,"0","clark?","21H","clerk","aNM","vNM","H","a","aNMvNM",3.07813370039808,2.5392168108071,2.72459270701104,1,"14557507_21HaNMvNM"
"210719_a25","14557507",511.94300467118,216.88258800451,"1","","22L","cliff","aM","vNM","L","a","aMvNM",2.48018994137702,1.96824693670584,2.26330735337251,1,"14557507_22LaMvNM"
"210719_a25","14557507",623.969992688008,387.643107767377,"1","","23L","clock","aM","vM","L","a","aMvM",2.93035656057184,2.30638656788383,2.54271345280446,1,"14557507_23LaMvM"
"210719_a25","14557507",757.529726809237,702.611200349437,"1","","24L","clue","aNM","vM","L","a","aNMvM",2.99236794298115,2.23483821617191,2.28975674263171,1,"14557507_24LaNMvM"
"210719_a25","14557507",564.214680200405,254.095930200385,"1","","25H","coach","aNM","vNM","H","a","aNMvNM",2.60500648207969,2.04079180187929,2.35091055187931,1,"14557507_25HaNMvNM"
"210719_a25","14557507",688.252408024387,396.860046913297,"1","","26L","coast","aM","vNM","L","a","aMvNM",3.02665922372665,2.33840681570226,2.62979917681335,1,"14557507_26LaMvNM"
"210719_a25","14557507",532.69818115879,396.744014492131,"1","","27L","coin","aM","vM","L","a","aMvM",2.88522866841086,2.35253048725207,2.48848465391873,1,"14557507_27LaMvM"
"210719_a25","14557507",638.174414803281,288.921963822881,"1","","28L","cops","aNM","vM","L","a","aNMvM",3.01653484470308,2.3783604298998,2.7276128808802,1,"14557507_28LaNMvM"
"210719_a25","14557507",667.076706672613,375.509122347243,"1","","29H","crash","aNM","vNM","H","a","aNMvNM",2.83084765584945,2.16377094917684,2.45533853350221,1,"14557507_29HaNMvNM"
"210719_a25","14557507",380.504823369526,274.732673068855,"1","","2H","barn","aNM","vM","H","a","aNMvM",2.30364600320154,1.92314117983201,2.02891333013268,1,"14557507_2HaNMvM"
"210719_a25","14557507",502.312923969537,423.147796128637,"1","","30L","crew","aM","vNM","L","a","aMvNM",2.70019416087204,2.1978812369025,2.2770463647434,1,"14557507_30LaMvNM"
"210719_a25","14557507",1167.95676743095,998.897086979837,"1","","31L","crib","aM","vM","L","a","aMvM",3.61231054565292,2.44435377822197,2.61341345867308,1,"14557507_31LaMvM"
"210719_a25","14557507",602.826464907576,404.098049607036,"1","","32L","crop","aNM","vM","L","a","aNMvM",2.94736038528502,2.34453392037744,2.54326233567798,1,"14557507_32LaNMvM"
"210719_a25","14557507",432.804642060878,345.838047233308,"1","","33H","crown","aNM","vNM","H","a","aNMvNM",2.2844810663756,1.85167642431472,1.93864301914229,1,"14557507_33HaNMvNM"
"210719_a25","14557507",406.053793783084,264.885702614974,"1","","35H","curb","aNM","vM","H","a","aNMvM",2.84522246886868,2.4391686750856,2.58033676625371,1,"14557507_35HaNMvM"
"210719_a25","14557507",432.135050072993,214.395661255602,"1","","36H","dart","aM","vM","H","a","aMvM",2.62448664036143,2.19235159028844,2.41009097910583,1,"14557507_36HaMvM"
"210719_a25","14557507",630.338771572489,377.957521572479,"1","","37L","deck","aNM","vNM","L","a","aNMvNM",3.00982798908131,2.37948921750882,2.63187046750883,1,"14557507_37LaNMvNM"
"210719_a25","14557507",651.939184616667,524.679083606558,"1","","38H","den","aM","vNM","H","a","aMvNM",3.09503021650882,2.44309103189215,2.57035113290226,1,"14557507_38HaMvNM"
"210719_a25","14557507",890.293005558671,575.217567397281,"1","including pre-nasalisation","39H","dent","aNM","vM","H","a","aNMvM",2.67036455284181,1.78007154728314,2.09514698544453,1,"14557507_39HaNMvM"
"210719_a25","14557507",326.494889074115,246.954710502685,"1","","3H","bay","aM","vM","H","a","aMvM",2.29949353139754,1.97299864232343,2.05253882089486,1,"14557507_3HaMvM"
"210719_a25","14557507",603.592113802971,288.837795408941,"1","","40H","ditch","aM","vM","H","a","aMvM",2.41669093834239,1.81309882453942,2.12785314293345,1,"14557507_40HaMvM"
"210719_a25","14557507",587.655858922306,417.263628345796,"1","","41L","dive","aNM","vNM","L","a","aNMvNM",2.68431523593883,2.09665937701652,2.26705160759303,1,"14557507_41LaNMvNM"
"210719_a25","14557507",546.700190626718,369.800885071238,"1","","42H","doll","aM","vNM","H","a","aMvNM",2.42698457675453,1.88028438612781,2.05718369168329,1,"14557507_42HaMvNM"
"210719_a25","14557507",669.473707414828,452.277684687568,"1","","43H","dove","aNM","vM","H","a","aNMvM",2.65445802826102,1.98498432084619,2.20218034357345,1,"14557507_43HaNMvM"
"210719_a25","14557507",814.081522136109,502.909042246739,"1","","44L","draft","aNM","vNM","L","a","aNMvNM",3.33145174564048,2.51737022350437,2.82854270339374,1,"14557507_44LaNMvNM"
"210719_a25","14557507",691.720375373905,599.957715117514,"1","","45H","drain","aM","vNM","H","a","aMvNM",3.2003330297706,2.5086126543967,2.60037531465309,1,"14557507_45HaMvNM"
"210719_a25","14557507",592.173504350853,448.819337684204,"1","","46H","drug","aM","vM","H","a","aMvM",2.88070216969572,2.28852866534487,2.43188283201152,1,"14557507_46HaMvM"
"210719_a25","14557507",498.406149016035,376.257435498355,"1","","47L","drum","aNM","vNM","L","a","aNMvNM",2.47684080113027,1.97843465211423,2.10058336563191,1,"14557507_47LaNMvNM"
"210719_a25","14557507",813.253279694688,514.802353768769,"1","","48L","feast","aNM","vM","L","a","aNMvM",2.54427317644806,1.73101989675337,2.02947082267929,1,"14557507_48LaNMvM"
"210719_a25","14557507",711.021368206122,525.517727342372,"1","","4L","beak","aNM","vNM","L","a","aNMvNM",2.91444609861726,2.20342473041114,2.38892837127489,1,"14557507_4LaNMvNM"
"210719_a25","14557507",398.087532292907,302.890527084587,"1","","50H","flame","aM","vNM","H","a","aMvNM",2.46827642458523,2.07018889229232,2.16538589750064,1,"14557507_50HaMvNM"
"210719_a25","14557507",469.533681392774,255.586999903944,"1","","51H","flock","aNM","vM","H","a","aNMvM",2.56094614701119,2.09141246561842,2.30535914710725,1,"14557507_51HaNMvM"
"210719_a25","14557507",639.599955101178,457.313496767828,"1","","52H","flood","aM","vNM","H","a","aMvNM",2.70315757888392,2.06355762378274,2.24584408211609,1,"14557507_52HaMvNM"
"210719_a25","14557507",667.409087462945,347.757998874275,"1","","53H","frogs","aM","vM","H","a","aMvM",2.37528430679617,1.70787521933323,2.0275263079219,1,"14557507_53HaMvM"
"210719_a25","14557507",558.809093448883,173.994196693752,"1","","54H","fudge","aNM","vNM","H","a","aNMvNM",2.71854280829258,2.1597337148437,2.54454861159883,1,"14557507_54HaNMvNM"
"210719_a25","14557507",497.889535713237,462.589767194697,"1","","55H","fur","aNM","vNM","H","a","aNMvNM",2.9010020027949,2.40311246708166,2.4384122356002,1,"14557507_55HaNMvNM"
"210719_a25","14557507",660.375119118684,572.341087027624,"1","","57L","glue","aNM","vNM","L","a","aNMvNM",2.80589088185702,2.14551576273834,2.2335497948294,1,"14557507_57LaNMvNM"
"210719_a25","14557507",366.685787751886,211.932435261446,"1","","58H","goal","aM","vNM","H","a","aMvNM",2.47018540885458,2.10349962110269,2.25825297359313,1,"14557507_58HaMvNM"
"210719_a25","14557507",582.70697574923,499.98780500258,"1","","59L","gown","aM","vNM","L","a","aMvNM",2.86213385467309,2.27942687892386,2.36214604967051,1,"14557507_59LaMvNM"
"210719_a25","14557507",609.563476078409,465.095321316509,"1","","5H","beam","aM","vNM","H","a","aMvNM",2.89578393513611,2.2862204590577,2.4306886138196,1,"14557507_5HaMvNM"
"210719_a25","14557507",728.324652120024,591.463106981164,"1","","60L","grin","aM","vM","L","a","aMvM",2.98146030401909,2.25313565189907,2.38999719703793,1,"14557507_60LaMvM"
"210719_a25","14557507",478.435407601438,360.562173138218,"1","","61L","growl","aNM","vM","L","a","aNMvM",2.41204772384984,1.9336123162484,2.05148555071162,1,"14557507_61LaNMvM"
"210719_a25","14557507",384.413266555898,310.752011144647,"1","","62H","hay","aNM","vNM","H","a","aNMvNM",2.48435069690868,2.09993743035278,2.17359868576403,1,"14557507_62HaNMvNM"
"210719_a25","14557507",672.351556086043,366.737964816214,"1","","63L","hedge","aM","vNM","L","a","aMvNM",2.80526695965359,2.13291540356755,2.43852899483738,1,"14557507_63LaMvNM"
"210719_a25","14557507",491.068260801324,323.926587617494,"1","","64L","hen","aM","vM","L","a","aMvM",2.61791235908775,2.12684409828643,2.29398577147026,1,"14557507_64LaMvM"
"210719_a25","14557507",643.095877280006,508.814764341406,"1","","65L","herd","aNM","vM","L","a","aNMvM",2.62599982965752,1.98290395237751,2.11718506531611,1,"14557507_65LaNMvM"
"210719_a25","14557507",547.99692237161,197.34824812922,"1","","66H","hint","aNM","vNM","H","a","aNMvNM",2.8135109381967,2.26551401582509,2.61616269006748,1,"14557507_66HaNMvNM"
"210719_a25","14557507",528.676479552642,261.686805639612,"1","","67L","hips","aM","vNM","L","a","aMvNM",2.70829940312552,2.17962292357288,2.44661259748591,1,"14557507_67LaMvNM"
"210719_a25","14557507",478.206828223539,329.576232985379,"1","","68L","hive","aM","vM","L","a","aMvM",2.54872327840289,2.07051645017935,2.21914704541751,1,"14557507_68LaMvM"
"210719_a25","14557507",509.887174921662,213.264967796052,"1","","69L","host","aNM","vM","L","a","aNMvM",2.89768554485485,2.38779836993319,2.6844205770588,1,"14557507_69LaNMvM"
"210719_a25","14557507",633.456170009038,423.263348941208,"1","","70H","hug","aNM","vNM","H","a","aNMvNM",2.59169333522131,1.95823716521227,2.1684299862801,1,"14557507_70HaNMvNM"
"210719_a25","14557507",485.662757146545,401.754527979905,"1","","71L","jar","aM","vNM","L","a","aMvNM",2.75217135864312,2.26650860149658,2.35041683066322,1,"14557507_71LaMvNM"
"210719_a25","14557507",658.705018945835,388.376622587245,"1","","72L","juice","aM","vM","L","a","aMvM",2.81305074422851,2.15434572528267,2.42467412164126,1,"14557507_72LaMvM"
"210719_a25","14557507",536.540937738421,204.250610357501,"1","","73L","junk","aNM","vM","L","a","aNMvM",2.63245495181205,2.09591401407363,2.42820434145455,1,"14557507_73LaNMvM"
"210719_a25","14557507",503.210391271366,274.390312248396,"1","","74H","kick","aNM","vNM","H","a","aNMvNM",2.88321169757656,2.38000130630519,2.60882138532816,1,"14557507_74HaNMvNM"
"210719_a25","14557507",487.096252402305,208.384860307905,"1","","75H","knife","aNM","vM","H","a","aNMvM",2.62257382427534,2.13547757187303,2.41418896396743,1,"14557507_75HaNMvM"
"210719_a25","14557507",615.531873362615,465.841559665255,"1","","76H","knob","aM","vM","H","a","aMvM",2.61722095451177,2.00168908114915,2.15137939484651,1,"14557507_76HaMvM"
"210719_a25","14557507",511.864594344475,293.715578140765,"1","","78L","lap","aNM","vNM","L","a","aNMvNM",2.6628144980946,2.15094990375013,2.36909891995384,1,"14557507_78LaNMvNM"
"210719_a25","14557507",377.904896585233,234.248903153353,"1","","79H","lid","aM","vNM","H","a","aMvNM",2.40380732576433,2.0259024291791,2.16955842261098,1,"14557507_79HaMvNM"
"210719_a25","14557507",545.991050130742,257.181809969532,"1","","7H","bend","aNM","vM","H","a","aNMvM",2.50528687290773,1.95929582277699,2.2481050629382,1,"14557507_7HaNMvM"
"210719_a25","14557507",490.165188929523,275.025191263783,"1","","80H","lock","aNM","vM","H","a","aNMvM",2.61955953541175,2.12939434648223,2.34453434414797,1,"14557507_80HaNMvM"
"210719_a25","14557507",478.186716038169,184.623439640619,"1","","81H","logs","aM","vM","H","a","aMvM",2.65561529910194,2.17742858306377,2.47099185946132,1,"14557507_81HaMvM"
"210719_a25","14557507",622.828138215287,273.935314141137,"1","","82L","lungs","aNM","vNM","L","a","aNMvNM",3.32663984294928,2.70381170473399,3.05270452880814,1,"14557507_82LaNMvNM"
"210719_a25","14557507",420.136614788763,210.535216187223,"1","","83H","map","aM","vNM","H","a","aMvNM",2.81805373663843,2.39791712184967,2.60751852045121,1,"14557507_83HaMvNM"
"210719_a25","14557507",433.188470732092,169.582706438802,"1","","85H","mat","aNM","vM","H","a","aNMvM",2.66955748211768,2.23636901138559,2.49997477567888,1,"14557507_85HaNMvM"
"210719_a25","14557507",353.183869666092,207.944269719222,"1","","86H","meal","aM","vM","H","a","aMvM",2.18769023611655,1.83450636645046,1.97974596639733,1,"14557507_86HaMvM"
"210719_a25","14557507",650.665047248796,402.962616693316,"1","","87L","mop","aNM","vNM","L","a","aNMvNM",2.76099316075349,2.11032811350469,2.35803054406017,1,"14557507_87LaNMvNM"
"210719_a25","14557507",406.007936425464,142.540831162264,"1","","88H","mouse","aM","vNM","H","a","aMvNM",2.44278849858507,2.03678056215961,2.30024766742281,1,"14557507_88HaMvNM"
"210719_a25","14557507",517.21136555798,332.68105824268,"1","","89H","mug","aNM","vM","H","a","aNMvM",3.00510910480719,2.48789773924921,2.67242804656451,1,"14557507_89HaNMvM"
"210719_a25","14557507",492.586667421264,417.099167421264,"1","","8H","blame","aM","vM","H","a","aMvM",2.91149926281545,2.41891259539419,2.49440009539419,1,"14557507_8HaMvM"
"210719_a25","14557507",531.726745575011,256.363650336851,"1","","90H","net","aM","vM","H","a","aMvM",2.80240020895232,2.27067346337731,2.54603655861547,1,"14557507_90HaMvM"
"210719_a25","14557507",710.737286203286,396.807097901926,"1","","91L","notch","aNM","vNM","L","a","aNMvNM",2.84712678430876,2.13638949810547,2.45031968640683,1,"14557507_91LaNMvNM"
"210719_a25","14557507",371.195433779008,208.213952297568,"1","","93H","pad","aM","vNM","H","a","aMvNM",2.84193852778583,2.47074309400682,2.63372457548826,1,"14557507_93HaMvNM"
"210719_a25","14557507",569.059802527074,299.634067232834,"1","","94L","pet","aM","vNM","L","a","aMvNM",2.92707898207362,2.35801917954655,2.62744491484079,1,"14557507_94LaMvNM"
"210719_a25","14557507",518.489502054511,459.356681917681,"1","","95L","pie","aM","vM","L","a","aMvM",3.32755383183516,2.80906432978065,2.86819714991748,1,"14557507_95LaMvM"
"210719_a25","14557507",392.497641016252,265.246570053492,"1","","96L","pile","aNM","vM","L","a","aNMvM",2.34670347588168,1.95420583486543,2.08145690582819,1,"14557507_96LaNMvM"
"210719_a25","14557507",599.498090325727,463.498685563887,"1","","97H","pill","aNM","vNM","H","a","aNMvNM",3.00203997715916,2.40254188683343,2.53854129159527,1,"14557507_97HaNMvNM"
"210719_a25","14557507",522.483805340908,381.321679272548,"1","","98L","pine","aM","vNM","L","a","aMvNM",2.43925704314289,1.91677323780198,2.05793536387034,1,"14557507_98LaMvNM"
"210719_a25","14557507",589.822364171713,365.437695842043,"1","","99L","plot","aM","vM","L","a","aMvM",2.20594844478114,1.61612608060943,1.8405107489391,1,"14557507_99LaMvM"
"210719_a25","14557507",633.130951215499,351.740805712849,"1","including prenasalisation","9L","blast","aNM","vNM","L","a","aNMvNM",2.48854260588226,1.85541165466676,2.13680180016941,1,"14557507_9LaNMvNM"
"210719_a41","14610319",705.025299584891,427.960103506481,"1","","100H","pole","aM","vNM","H","a","aMvNM",2.45665544421817,1.75163014463328,2.02869534071169,1,"14610319_100HaMvNM"
"210719_a41","14610319",1019.7970535956,827.204939751323,"1","","101L","pool","aM","vM","L","a","aMvM",2.97740682536557,1.95760977176997,2.15020188561425,1,"14610319_101LaMvM"
"210719_a41","14610319",528.368846881714,329.478337622434,"1","","102L","prize","aNM","vM","L","a","aNMvM",2.75976762670147,2.23139877981976,2.43028928907904,1,"14610319_102LaNMvM"
"210719_a41","14610319",727.12575542543,391.75997022702,"1","","103L","raft","aM","vM","L","a","aMvM",2.95762769271554,2.23050193729011,2.56586772248852,1,"14610319_103LaMvM"
"210719_a41","14610319",677.450674386288,332.781457105888,"1","","104L","rent","aNM","vM","L","a","aNMvM",2.83187309458553,2.15442242019924,2.49909163747964,1,"14610319_104LaNMvM"
"210719_a41","14610319",557.543891805627,394.831770593578,"1","","105H","rim","aM","vNM","H","a","aMvNM",2.9139597988848,2.35641590707917,2.51912802829122,1,"14610319_105HaMvNM"
"210719_a41","14610319",578.590666858579,363.882958525149,"1","","107L","rope","aNM","vNM","L","a","aNMvNM",2.77653870701948,2.1979480401609,2.41265574849433,1,"14610319_107LaNMvNM"
"210719_a41","14610319",625.944246637292,580.043783674292,"1","","108L","row","aM","vM","L","a","aMvM",2.99055439052944,2.36461014389215,2.41051060685515,1,"14610319_108LaMvM"
"210719_a41","14610319",710.86925547407,454.88948535906,"1","","109L","sand","aNM","vM","L","a","aNMvM",2.84137387802089,2.13050462254682,2.38648439266183,1,"14610319_109LaNMvM"
"210719_a41","14610319",479.925449214016,321.707277917716,"1","","10H","bowl","aNM","vNM","H","a","aNMvNM",2.72628451661105,2.24635906739703,2.40457723869333,1,"14610319_10HaNMvNM"
"210719_a41","14610319",482.384109594411,320.849689304671,"1","","110H","scab","aM","vNM","H","a","aMvNM",2.60698260953216,2.12459849993775,2.28613292022749,1,"14610319_110HaMvNM"
"210719_a41","14610319",593.280748921773,291.077045218013,"1","","111L","seeds","aNM","vNM","L","a","aNMvNM",2.32032901516551,1.72704826624374,2.0292519699475,1,"14610319_111LaNMvNM"
"210719_a41","14610319",493.707932207304,321.378553349224,"1","","112H","shed","aM","vM","H","a","aMvM",2.47034963518313,1.97664170297583,2.14897108183391,1,"14610319_112HaMvM"
"210719_a41","14610319",925.893241133636,716.367778170615,"1","","113H","sheep","aNM","vM","H","a","aNMvM",2.99295880253319,2.06706556139955,2.27659102436257,1,"14610319_113HaNMvM"
"210719_a41","14610319",501.247991285841,313.237694350981,"1","","114L","silk","aM","vNM","L","a","aMvNM",2.41890763412723,1.91765964284139,2.10566993977625,1,"14610319_114LaMvNM"
"210719_a41","14610319",316.770131729042,70.080065303932,"1","","115H","skirt","aNM","vNM","H","a","aNMvNM",2.49115806513086,2.17438793340182,2.42107799982693,1,"14610319_115HaNMvNM"
"210719_a41","14610319",447.399418666289,219.550720749728,"1","","116H","sleeves","aM","vM","H","a","aMvM",2.76667302830588,2.31927360963959,2.54712230755615,1,"14610319_116HaMvM"
"210719_a41","14610319",568.882765481737,304.920933216787,"1","","117H","slice","aNM","vM","H","a","aNMvM",2.67189994368793,2.10301717820619,2.36697901047114,1,"14610319_117HaNMvM"
"210719_a41","14610319",622.613071064866,467.186823293006,"0","snail","118L","sling","aM","vNM","L","a","aMvNM",2.95888363813267,2.3362705670678,2.49169681483966,1,"14610319_118LaMvNM"
"210719_a41","14610319",468.342814880118,197.311542950308,"1","","119H","splash","aNM","vNM","H","a","aNMvNM",2.63900447351856,2.17066165863844,2.44169293056825,1,"14610319_119HaNMvNM"
"210719_a41","14610319",720.447286365193,325.144748105983,"1","","120H","sponge","aM","vM","H","a","aMvM",2.92093111654078,2.20048383017559,2.5957863684348,1,"14610319_120HaMvM"
