"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"LogRT"
"210719_c66"	14758562	923.6159936	844.4508657	1	""	"30L"	"crew"	"aM"	"vM"	"L"	"c"	"aMvM"	3.12149723	2.197881237	2.277046365	"210719_c66"	"30L"	844.4508657	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.73868655302771
"210719_c66"	14758562	893.1747812	692.8608923	1	""	"31L"	"crib"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.276974076	2.383799295	2.584113183	"210719_c66"	"31L"	692.8608923	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.54082924642858
"210719_c66"	14758562	805.3080149	590.0689276	1	""	"32H"	"crop"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.023324877	2.218016862	2.433255949	"210719_c66"	"32H"	590.0689276	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.38023935651677
"210719_c66"	14758562	941.0233522	836.1503363	1	""	"33L"	"crown"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.839308127	1.898284775	2.003157791	"210719_c66"	"33L"	836.1503363	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.72880842502761
"210719_c66"	14758562	983.3710498	783.5073418	1	""	"35H"	"curb"	"aM"	"vM"	"H"	"c"	"aMvM"	3.397371147	2.414000097	2.613863805	"210719_c66"	"35H"	783.5073418	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.66378043226908
"210719_c66"	14758562	894.1888402	703.0244585	1	""	"36H"	"dart"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.061816789	2.167627949	2.358792331	"210719_c66"	"36H"	703.0244585	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.55539168281285
"210719_c66"	14758562	1050.409757	743.4975179	1	""	"39H"	"dent"	"aM"	"vM"	"H"	"c"	"aMvM"	2.791305915	1.740896157	2.047808397	"210719_c66"	"39H"	743.4975179	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.61136542749518
"210719_c66"	14758562	1023.856434	966.0110572	1	""	"3H"	"bay"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.916919227	1.893062793	1.95090817	"210719_c66"	"3H"	966.0110572	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.87317528052382
"210719_c66"	14758562	1060.435046	712.537279	1	""	"40H"	"ditch"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.89144209	1.831007044	2.178904811	"210719_c66"	"40H"	712.537279	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.5688322321776
"210719_c66"	14758562	609.9348157	546.4206788	1	""	"41L"	"dive"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.17730555	2.567370734	2.630884871	"210719_c66"	"41L"	546.4206788	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.30338915307486
"210719_c66"	14758562	767.0968295	670.2295276	1	""	"42H"	"doll"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.695550205	1.928453375	2.025320677	"210719_c66"	"42H"	670.2295276	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.50762023222586
"210719_c66"	14758562	1219.742978	996.6596448	1	""	"43H"	"dove"	"aM"	"vM"	"H"	"c"	"aMvM"	3.250450905	2.030707927	2.25379126	"210719_c66"	"43H"	996.6596448	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.90440933234063
"210719_c66"	14758562	1041.234077	880.61741	1	""	"46H"	"drug"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.322944417	2.28171034	2.442327007	"210719_c66"	"46H"	880.61741	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.78062326373716
"210719_c66"	14758562	810.9725203	668.3039073	1	""	"47L"	"drum"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.817484875	2.006512354	2.149180967	"210719_c66"	"47L"	668.3039073	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.5047430211257
"210719_c66"	14758562	1045.623354	861.2567835	1	""	"4L"	"beak"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.262998435	2.217375081	2.401741652	"210719_c66"	"4L"	861.2567835	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.75839269863938
"210719_c66"	14758562	746.5064397	655.8449369	1	""	"50H"	"flame"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.832343837	2.085837397	2.1764989	"210719_c66"	"50H"	655.8449369	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.48592438432589
"210719_c66"	14758562	1007.032691	713.0285545	1	""	"54L"	"fudge"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.537712593	2.530679902	2.824684038	"210719_c66"	"54L"	713.0285545	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.56952146799948
"210719_c66"	14758562	824.9824206	800.3002778	1	""	"57L"	"glue"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.985247443	2.160265023	2.184947165	"210719_c66"	"57L"	800.3002778	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.68498700449277
"210719_c66"	14758562	921.0543855	795.3201614	1	""	"58H"	"goal"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.99608462	2.075030235	2.200764459	"210719_c66"	"58H"	795.3201614	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.67874475232704
"210719_c66"	14758562	894.777516	812.0583452	1	""	"59L"	"gown"	"aM"	"vM"	"L"	"c"	"aMvM"	3.174204395	2.279426879	2.36214605	"210719_c66"	"59L"	812.0583452	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.69957219127491
"210719_c66"	14758562	826.3237932	713.5608963	1	""	"5H"	"beam"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.9499685	2.123644707	2.236407603	"210719_c66"	"5H"	713.5608963	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.57026778197847
"210719_c66"	14758562	1064.90718	942.7142232	1	""	"60L"	"grin"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.364549452	2.299642271	2.421835229	"210719_c66"	"60L"	942.7142232	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.84876318601503
"210719_c66"	14758562	961.5677455	835.578729	1	""	"61H"	"growl"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.069111517	2.107543772	2.233532788	"210719_c66"	"61H"	835.578729	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.72812457339861
"210719_c66"	14758562	803.4424595	737.8646086	1	""	"62L"	"hay"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.491277957	1.687835497	1.753413348	"210719_c66"	"62L"	737.8646086	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.60376035058857
"210719_c66"	14758562	964.3934001	658.7798089	1	""	"63L"	"hedge"	"aM"	"vM"	"L"	"c"	"aMvM"	3.097308804	2.132915404	2.438528995	"210719_c66"	"63L"	658.7798089	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.49038934953388
"210719_c66"	14758562	952.4835827	841.0781682	1	""	"64L"	"hen"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.993845752	2.041362169	2.152767583	"210719_c66"	"64L"	841.0781682	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.73468460238375
"210719_c66"	14758562	1115.512388	1003.244888	1	""	"65H"	"herd"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.458480064	2.342967675	2.455235175	"210719_c66"	"65H"	1003.244888	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.91099491369422
"210719_c66"	14758562	861.4413913	524.7177802	1	""	"66L"	"hint"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.790912153	1.929470762	2.266194373	"210719_c66"	"66L"	524.7177802	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.26286055652982
"210719_c66"	14758562	967.3197757	700.3301018	1	""	"67L"	"hips"	"aM"	"vM"	"L"	"c"	"aMvM"	3.146942699	2.179622924	2.446612597	"210719_c66"	"67L"	700.3301018	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.55155179788733
"210719_c66"	14758562	1032.403124	819.9894952	1	""	"68L"	"hive"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.14951451	2.117111386	2.329525015	"210719_c66"	"68L"	819.9894952	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.70929152944453
"210719_c66"	14758562	727.3487542	441.6125909	1	""	"69H"	"host"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.134824277	2.407475522	2.693211686	"210719_c66"	"69H"	441.6125909	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.09043300655824
"210719_c66"	14758562	892.2404987	656.9918446	1	""	"70L"	"hug"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.927846339	2.03560584	2.270854494	"210719_c66"	"70L"	656.9918446	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.48767160531777
"210719_c66"	14758562	974.2958901	890.3876609	1	""	"71L"	"jar"	"aM"	"vM"	"L"	"c"	"aMvM"	3.240804492	2.266508601	2.350416831	"210719_c66"	"71L"	890.3876609	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.79165694193629
"210719_c66"	14758562	1013.649421	754.1878268	1	""	"72L"	"juice"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.117810979	2.104161559	2.363623153	"210719_c66"	"72L"	754.1878268	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.62564144414772
"210719_c66"	14758562	977.4613698	708.2180397	1	""	"73H"	"junk"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.346345464	2.368884094	2.638127424	"210719_c66"	"73H"	708.2180397	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.56275201195999
"210719_c66"	14758562	663.5886165	404.0041056	1	""	"75H"	"knife"	"aM"	"vM"	"H"	"c"	"aMvM"	2.78580127	2.122212653	2.381797164	"210719_c66"	"75H"	404.0041056	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.00142504028575
"210719_c66"	14758562	967.0440431	804.6062867	1	""	"76H"	"knob"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.919819098	1.952775055	2.115212811	"210719_c66"	"76H"	804.6062867	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.69035307293284
"210719_c66"	14758562	977.9416357	789.9928053	1	""	"78L"	"lap"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.124578043	2.146636408	2.334585238	"210719_c66"	"78L"	789.9928053	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.67202383820441
"210719_c66"	14758562	1324.490689	1178.613163	1	""	"79H"	"lid"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.392245598	2.067754909	2.213632435	"210719_c66"	"79H"	1178.613163	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.07209374067676
"210719_c66"	14758562	1084.568237	812.6573577	1	""	"7H"	"bend"	"aM"	"vM"	"H"	"c"	"aMvM"	3.223860246	2.139292009	2.411202889	"210719_c66"	"7H"	812.6573577	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.70030956646747
"210719_c66"	14758562	1066.308611	815.0314678	1	""	"80H"	"lock"	"aM"	"vM"	"H"	"c"	"aMvM"	3.183068307	2.116759696	2.368036839	"210719_c66"	"80H"	815.0314678	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.70322672329303
"210719_c66"	14758562	928.2995695	662.0657287	1	""	"81H"	"logs"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.13684484	2.20854527	2.474779111	"210719_c66"	"81H"	662.0657287	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.49536483907474
"210719_c66"	14758562	1022.09669	680.275509	1	""	"82L"	"lungs"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.657320935	2.635224245	2.977045426	"210719_c66"	"82L"	680.275509	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.522497876409
"210719_c66"	14758562	751.6131068	521.404079	1	""	"83H"	"map"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.059973967	2.30836086	2.538569887	"210719_c66"	"83H"	521.404079	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.25652532463719
"210719_c66"	14758562	1191.463036	933.4457744	1	""	"85H"	"mat"	"aM"	"vM"	"H"	"c"	"aMvM"	3.538636646	2.347173609	2.605190871	"210719_c66"	"85H"	933.4457744	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.83888287281038
"210719_c66"	14758562	982.4315331	817.1935322	1	""	"86H"	"meal"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.847898648	1.865467115	2.030705116	"210719_c66"	"86H"	817.1935322	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.70587594832575
"210719_c66"	14758562	1042.387525	830.5195933	1	""	"87L"	"mop"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.152673999	2.110286474	2.322154406	"210719_c66"	"87L"	830.5195933	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.72205152094845
"210719_c66"	14758562	892.637997	658.7975681	1	""	"88H"	"mouse"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.852211522	1.959573525	2.193413954	"210719_c66"	"88H"	658.7975681	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.49041630688805
"210719_c66"	14758562	805.6787158	513.6426047	1	""	"90H"	"net"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.143263374	2.337584658	2.629620769	"210719_c66"	"90H"	513.6426047	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.24152770201166
"210719_c66"	14758562	847.2855462	686.4901309	1	""	"93H"	"pad"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.316670967	2.469385421	2.630180836	"210719_c66"	"93H"	686.4901309	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.53159184913965
"210719_c66"	14758562	808.0769239	538.6511886	1	""	"94L"	"pet"	"aM"	"vM"	"L"	"c"	"aMvM"	3.166096103	2.35801918	2.627444915	"210719_c66"	"94L"	538.6511886	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.28906821596545
"210719_c66"	14758562	719.4341425	682.4720019	1	""	"95L"	"pie"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.451155176	2.731721034	2.768683174	"210719_c66"	"95L"	682.4720019	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.52572150336051
"210719_c66"	14758562	761.1724717	604.4022336	1	""	"96H"	"pile"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.035577406	2.274404935	2.431175173	"210719_c66"	"96H"	604.4022336	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.40423992595761
"210719_c66"	14758562	969.4670337	806.3566054	1	""	"97L"	"pill"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.257531431	2.288064397	2.451174825	"210719_c66"	"97L"	806.3566054	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.69252608312113
"210719_c66"	14758562	984.3518693	714.5313138	1	""	"99L"	"plot"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.608368755	1.624016885	1.893837441	"210719_c66"	"99L"	714.5313138	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.57162682258173
"210719_c66"	14758562	827.8222562	488.7680895	1	""	"9L"	"blast"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.715479278	1.887657021	2.226711188	"210719_c66"	"9L"	488.7680895	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.19188812237936
"210719_c71"	14549435	1234.860831	1073.513669	1	""	"100L"	"pole"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.815986717	1.581125886	1.742473049	"210719_c71"	"100L"	1073.513669	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.97869235035375
"210719_c71"	14549435	792.355596	501.7436461	1	""	"103H"	"raft"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.667963761	2.875608165	3.166220115	"210719_c71"	"103H"	501.7436461	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.21808932411844
"210719_c71"	14549435	889.4670867	561.3194322	1	""	"104H"	"rent"	"aM"	"vM"	"H"	"c"	"aMvM"	3.10781571	2.218348624	2.546496278	"210719_c71"	"104H"	561.3194322	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.33029014133821
"210719_c71"	14549435	922.0488319	787.9461359	1	""	"105L"	"rim"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.380680874	2.458632042	2.592734738	"210719_c71"	"105L"	787.9461359	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.66942973206469
"210719_c71"	14549435	1208.485633	990.9747537	1	""	"107H"	"rope"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.202101981	1.993616348	2.211127227	"210719_c71"	"107H"	990.9747537	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.89868905842526
"210719_c71"	14549435	943.7977929	897.4299658	1	""	"108H"	"row"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.444365543	2.50056775	2.546935577	"210719_c71"	"108H"	897.4299658	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.79953508478292
"210719_c71"	14549435	757.8194753	516.131714	1	""	"109H"	"sand"	"aM"	"vM"	"H"	"c"	"aMvM"	2.694755323	1.936935847	2.178623609	"210719_c71"	"109H"	516.131714	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.24636199259827
"210719_c71"	14549435	995.6396542	822.9688085	1	""	"10L"	"bowl"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.283535584	2.28789593	2.460566775	"210719_c71"	"10L"	822.9688085	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.71291830020187
"210719_c71"	14549435	924.8066914	762.3645618	1	""	"110L"	"scab"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.950461605	2.025654914	2.188097044	"210719_c71"	"110L"	762.3645618	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.63642486883573
"210719_c71"	14549435	747.2294164	487.5404283	1	""	"111H"	"seeds"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.678761811	1.931532394	2.191221382	"210719_c71"	"111H"	487.5404283	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.18937321684557
"210719_c71"	14549435	837.2737052	658.7206749	1	""	"112L"	"shed"	"aM"	"vM"	"L"	"c"	"aMvM"	2.972010374	2.134736668	2.313289699	"210719_c71"	"112L"	658.7206749	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.49029958258386
"210719_c71"	14549435	959.7837666	758.4587889	1	""	"113L"	"sheep"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.770004408	1.810220641	2.011545619	"210719_c71"	"113L"	758.4587889	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.63128846494602
"210719_c71"	14549435	1089.221918	780.1931739	1	""	"114H"	"silk"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.908658408	1.81943649	2.128465234	"210719_c71"	"114H"	780.1931739	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.6595415478674
"210719_c71"	14549435	953.7499833	760.6909555	1	""	"115L"	"skirt"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.03711423	2.083364247	2.276423275	"210719_c71"	"115L"	760.6909555	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.63422717222572
"210719_c71"	14549435	1524.752301	1265.604586	1	""	"116L"	"sleeves"	"aM"	"vM"	"L"	"c"	"aMvM"	3.809057083	2.284304782	2.543452497	"210719_c71"	"116L"	1265.604586	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.14330522058457
"210719_c71"	14549435	904.418596	600.4424055	1	""	"117L"	"slice"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.148770265	2.244351669	2.548327859	"210719_c71"	"117L"	600.4424055	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.39766672601272
"210719_c71"	14549435	992.0391498	844.9568085	1	""	"118H"	"sling"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.144189344	2.152150194	2.299232536	"210719_c71"	"118H"	844.9568085	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.73928551184961
"210719_c71"	14549435	970.8334071	713.9217808	1	""	"119L"	"splash"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.07814919	2.107315783	2.36422741	"210719_c71"	"119L"	713.9217808	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.57077340563819
"210719_c71"	14549435	1157.608952	760.7686743	1	""	"120L"	"sponge"	"aM"	"vM"	"L"	"c"	"aMvM"	3.096023576	1.938414624	2.335254902	"210719_c71"	"120L"	760.7686743	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.63432933569894
"210719_c71"	14549435	1106.106939	910.4409298	1	""	"121L"	"spool"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.237045465	2.130938525	2.326604535	"210719_c71"	"121L"	910.4409298	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.81392902040191
"210719_c71"	14549435	679.807452	515.1525247	1	""	"122H"	"spoon"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.680924607	2.001117155	2.165772082	"210719_c71"	"122H"	515.1525247	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.24446302128172
"210719_c71"	14549435	986.7843637	791.9058915	1	""	"123L"	"sport"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.210570788	2.223786424	2.418664896	"210719_c71"	"123L"	791.9058915	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.67444256089068
"210719_c71"	14549435	887.1151443	820.5342731	1	""	"124L"	"spray"	"aM"	"vM"	"L"	"c"	"aMvM"	3.231309802	2.344194658	2.410775529	"210719_c71"	"124L"	820.5342731	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.70995568065106
"210719_c71"	14549435	856.1046006	696.517795	1	""	"126L"	"strap"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.019234086	2.163129485	2.322716291	"210719_c71"	"126L"	696.517795	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.54609334206793
"210719_c71"	14549435	977.0490569	614.0685014	1	""	"127H"	"swamps"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.979043455	2.001994398	2.364974953	"210719_c71"	"127H"	614.0685014	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.42010648772219
"210719_c71"	14549435	1367.589627	1244.720473	1	"unsure_"	"128L"	"swan"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.236097152	1.868507525	1.991376678	"210719_c71"	"128L"	1244.720473	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.12666626401178
"210719_c71"	14549435	803.8881455	701.9660857	1	""	"129H"	"tea"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.938022249	2.134134103	2.236056163	"210719_c71"	"129H"	701.9660857	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.55388509189014
"210719_c71"	14549435	1194.323925	826.9796209	1	""	"130H"	"tent"	"aM"	"vM"	"H"	"c"	"aMvM"	2.952594149	1.758270224	2.125614528	"210719_c71"	"130H"	826.9796209	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.71778005251934
"210719_c71"	14549435	977.3733733	743.1636617	1	""	"131L"	"thief"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.220762855	2.243389482	2.477599194	"210719_c71"	"131L"	743.1636617	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.61091629192859
"210719_c71"	14549435	890.8205551	569.6830217	1	""	"132H"	"thorns"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.199546032	2.308725477	2.62986301	"210719_c71"	"132H"	569.6830217	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.34508010386567
"210719_c71"	14549435	974.4128655	848.2210763	1	""	"134H"	"tin"	"aM"	"vM"	"H"	"c"	"aMvM"	2.961535747	1.987122881	2.113314671	"210719_c71"	"134H"	848.2210763	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.7431413049987
"210719_c71"	14549435	886.8308175	761.9981716	1	""	"136L"	"trail"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.748726667	1.861895849	1.986728495	"210719_c71"	"136L"	761.9981716	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.6359441562087
"210719_c71"	14549435	897.8261761	677.5887181	1	""	"137H"	"trap"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.920963362	2.023137186	2.243374644	"210719_c71"	"137H"	677.5887181	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.51854049340585
"210719_c71"	14549435	1027.509787	787.614231	1	""	"138H"	"truck"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.788853652	2.761343865	3.001239421	"210719_c71"	"138H"	787.614231	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.66900841541839
"210719_c71"	14549435	854.0420823	666.483749	1	""	"139H"	"tub"	"aM"	"vM"	"H"	"c"	"aMvM"	2.945486168	2.091444086	2.279002419	"210719_c71"	"139H"	666.483749	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.50201575672585
"210719_c71"	14549435	780.6921457	656.9958362	1	""	"140L"	"van"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.374985956	2.59429381	2.71799012	"210719_c71"	"140L"	656.9958362	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.4876776808694
"210719_c71"	14549435	928.2382114	615.2497258	1	""	"141H"	"wax"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.263353373	2.335115161	2.648103647	"210719_c71"	"141H"	615.2497258	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.42202824359858
"210719_c71"	14549435	838.9979815	758.7529419	1	""	"14L"	"broom"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.385671647	2.546673665	2.626918705	"210719_c71"	"14L"	758.7529419	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.63167621966438
"210719_c71"	14549435	722.0449961	514.1299209	1	""	"15H"	"bruise"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.954934259	2.232889262	2.440804338	"210719_c71"	"15H"	514.1299209	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.24247599791251
"210719_c71"	14549435	931.2526616	688.8939628	1	""	"16L"	"cake"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.363977439	2.432724777	2.675083476	"210719_c71"	"16L"	688.8939628	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.53508735902468
"210719_c71"	14549435	904.4976626	701.2626526	1	""	"17H"	"calf"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.440452941	2.535955278	2.739190288	"210719_c71"	"17H"	701.2626526	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.55288249959749
"210719_c71"	14549435	983.2368599	760.6252528	1	""	"19H"	"chat"	"aM"	"vM"	"H"	"c"	"aMvM"	3.034366479	2.051129619	2.273741226	"210719_c71"	"19H"	760.6252528	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.63414079609999
