"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"LogRT"
"210725_c86"	14742950	1183.833049	873.5602623	1	""	"67H"	"hips"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.357786175	2.173953126	2.484225913	"210725_c86"	"67H"	873.5602623	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.77257711666211
"210725_c86"	14742950	1194.795575	1046.16498	1	""	"68L"	"hive"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.265312026	2.07051645	2.219147045	"210725_c86"	"68L"	1046.16498	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.95288635685303
"210725_c86"	14742950	1722.681266	1401.513798	1	""	"69H"	"host"	"aNM"	"vM"	"H"	"c"	"aNMvM"	4.115372478	2.392691212	2.71385868	"210725_c86"	"69H"	1401.513798	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.24530821572227
"210725_c86"	14742950	1750.525855	1579.918712	1	""	"70H"	"hug"	"aM"	"vM"	"H"	"c"	"aMvM"	3.674801334	1.924275479	2.094882622	"210725_c86"	"70H"	1579.918712	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.36512867659625
"210725_c86"	14742950	1097.915502	1029.691094	1	""	"71H"	"jar"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.111942491	2.014026989	2.082251396	"210725_c86"	"71H"	1029.691094	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.9370141275042
"210725_c86"	14742950	1240.785284	970.4568879	1	""	"72L"	"juice"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.39513101	2.154345725	2.424674122	"210725_c86"	"72L"	970.4568879	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.87776697905667
"210725_c86"	14742950	1042.457013	762.1069231	1	""	"73H"	"junk"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.334818951	2.292361938	2.572712028	"210725_c86"	"73H"	762.1069231	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.63608686487172
"210725_c86"	14742950	1795.616365	1565.381332	1	""	"74H"	"kick"	"aM"	"vM"	"H"	"c"	"aMvM"	4.224265821	2.428649456	2.658884489	"210725_c86"	"74H"	1565.381332	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.35588473591315
"210725_c86"	14742950	1589.928912	1330.344401	1	""	"75H"	"knife"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.712141565	2.122212653	2.381797164	"210725_c86"	"75H"	1330.344401	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.19319313581482
"210725_c86"	14742950	1638.683105	1450.734275	1	""	"78L"	"lap"	"aM"	"vM"	"L"	"c"	"aMvM"	3.785319513	2.146636408	2.334585238	"210725_c86"	"78L"	1450.734275	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.27982510379088
"210725_c86"	14742950	962.7493349	804.0926536	1	""	"79L"	"lid"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.98168201	2.018932675	2.177589356	"210725_c86"	"79L"	804.0926536	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.68971450333528
"210725_c86"	14742950	1289.339435	1017.428555	1	""	"7H"	"bend"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.428631444	2.139292009	2.411202889	"210725_c86"	"7H"	1017.428555	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.92503369863526
"210725_c86"	14742950	1242.035193	990.75805	1	""	"80H"	"lock"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.358794889	2.116759696	2.368036839	"210725_c86"	"80H"	990.75805	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.89847035719524
"210725_c86"	14742950	2035.948737	1750.089304	1	""	"81L"	"logs"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.999664781	1.963716043	2.249575476	"210725_c86"	"81L"	1750.089304	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.46742209647267
"210725_c86"	14742950	1769.481965	1427.660784	1	"unsure"	"82L"	"lungs"	"aM"	"vM"	"L"	"c"	"aMvM"	4.40470621	2.635224245	2.977045426	"210725_c86"	"82L"	1427.660784	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.26379256846247
"210725_c86"	14742950	945.7064717	687.6892098	1	""	"85H"	"mat"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.292880081	2.347173609	2.605190871	"210725_c86"	"85H"	687.6892098	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.53333700593078
"210725_c86"	14742950	1058.917904	916.180635	1	""	"86L"	"meal"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.528661485	2.469743581	2.61248085	"210725_c86"	"86L"	916.180635	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.82021354501447
"210725_c86"	14742950	1302.443055	1090.575124	1	""	"87L"	"mop"	"aM"	"vM"	"L"	"c"	"aMvM"	3.412729529	2.110286474	2.322154406	"210725_c86"	"87L"	1090.575124	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.99446047276914
"210725_c86"	14742950	1305.162424	1053.833894	1	""	"88L"	"mouse"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.681069694	2.37590727	2.6272358	"210725_c86"	"88L"	1053.833894	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.96019012085635
"210725_c86"	14742950	1009.932149	854.264163	1	""	"89H"	"mug"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.448102549	2.4381704	2.593838386	"210725_c86"	"89H"	854.264163	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.75024047031363
"210725_c86"	14742950	1280.335602	1194.68201	1	""	"8L"	"blame"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.022430305	1.742094703	1.827748295	"210725_c86"	"8L"	1194.68201	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.0856353285362
"210725_c86"	14742950	1323.990158	1014.940063	1	""	"91L"	"notch"	"aM"	"vM"	"L"	"c"	"aMvM"	3.515249779	2.19125962	2.500309715	"210725_c86"	"91L"	1014.940063	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.92258483850077
"210725_c86"	14742950	988.7624063	805.9546156	1	""	"93L"	"pad"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.362509929	2.373747523	2.556555313	"210725_c86"	"93L"	805.9546156	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.69202743273268
"210725_c86"	14742950	1771.731249	1546.181495	1	""	"94H"	"pet"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	4.057706258	2.285975009	2.511524763	"210725_c86"	"94H"	1546.181495	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.34354361876405
"210725_c86"	14742950	1582.03651	1522.90369	1	""	"95L"	"pie"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.39110084	2.80906433	2.86819715	"210725_c86"	"95L"	1522.90369	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.32837411386344
"210725_c86"	14742950	1194.792164	1107.083556	1	""	"96H"	"pile"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.483267132	2.288474968	2.376183576	"210725_c86"	"96H"	1107.083556	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.00948440953499
"210725_c86"	14742950	1331.391852	1162.067448	1	""	"97H"	"pill"	"aM"	"vM"	"H"	"c"	"aMvM"	3.770505904	2.439114051	2.608438456	"210725_c86"	"97H"	1162.067448	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.05795598047776
"210725_c86"	14742950	1176.432384	1020.456928	1	""	"98H"	"pine"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.605279088	2.428846704	2.58482216	"210725_c86"	"98H"	1020.456928	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.92800577459778
"210725_c86"	14742950	1230.729419	1006.34475	1	""	"99L"	"plot"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.846855499	1.616126081	1.840510749	"210725_c86"	"99L"	1006.34475	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.91407998579054
"210725_c86"	14742950	1738.212293	1399.158127	1	""	"9L"	"blast"	"aM"	"vM"	"L"	"c"	"aMvM"	3.625869315	1.887657021	2.226711188	"210725_c86"	"9L"	1399.158127	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.24362599687008
"210725_c94"	14889970	1998.426384	1796.938884	1	""	"100L"	"pole"	"aM"	"vM"	"L"	"c"	"aMvM"	3.532547146	1.534120763	1.735608263	"210725_c94"	"100L"	1796.938884	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.49383987618851
"210725_c94"	14889970	2459.758397	2190.897969	1	""	"103L"	"raft"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.662822106	2.203063709	2.471924137	"210725_c94"	"103L"	2190.897969	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.69206677027745
"210725_c94"	14889970	2035.454878	1707.307223	1	""	"104H"	"rent"	"aM"	"vNM"	"H"	"c"	"aMvNM"	4.253803501	2.218348624	2.546496278	"210725_c94"	"104H"	1707.307223	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.44267268492483
"210725_c94"	14889970	1882.613258	1667.90555	1	""	"107L"	"rope"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.080561299	2.19794804	2.412655748	"210725_c94"	"107L"	1667.90555	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.41932395661521
"210725_c94"	14889970	1892.587167	1845.985841	1	""	"108L"	"row"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.296675745	2.404088578	2.450689903	"210725_c94"	"108L"	1845.985841	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.52076874493587
"210725_c94"	14889970	1636.518489	1394.830728	1	""	"109H"	"sand"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.573454337	1.936935847	2.178623609	"210725_c94"	"109H"	1394.830728	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.24052834495745
"210725_c94"	14889970	2108.125408	1937.290191	1	""	"10H"	"bowl"	"aM"	"vM"	"H"	"c"	"aMvM"	4.408973642	2.300848235	2.471683452	"210725_c94"	"10H"	1937.290191	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.56904546684775
"210725_c94"	14889970	1681.776174	1551.869779	1	""	"110L"	"scab"	"aM"	"vM"	"L"	"c"	"aMvM"	3.717791908	2.036015734	2.165922129	"210725_c94"	"110L"	1551.869779	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.34721579193941
"210725_c94"	14889970	1710.418266	1408.214562	1	""	"111L"	"seeds"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.437466532	1.727048266	2.02925197	"210725_c94"	"111L"	1408.214562	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.25007791289224
"210725_c94"	14889970	1533.491308	1354.938278	1	""	"112L"	"shed"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.668227976	2.134736668	2.313289699	"210725_c94"	"112L"	1354.938278	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.2115111809848
"210725_c94"	14889970	1625.925287	1416.399824	1	""	"113H"	"sheep"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.692990848	2.067065561	2.276591024	"210725_c94"	"113H"	1416.399824	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.25587359597906
"210725_c94"	14889970	1765.046252	1456.017508	1	""	"114H"	"silk"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.584482742	1.81943649	2.128465234	"210725_c94"	"114H"	1456.017508	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.28346025340961
"210725_c94"	14889970	1739.797717	1481.871675	1	""	"115H"	"skirt"	"aM"	"vM"	"H"	"c"	"aMvM"	3.910736788	2.170939071	2.428865113	"210725_c94"	"115H"	1481.871675	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.30106121303816
"210725_c94"	14889970	1866.712148	1607.564433	1	""	"116L"	"sleeves"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.15101693	2.284304782	2.543452497	"210725_c94"	"116L"	1607.564433	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.38247553804565
"210725_c94"	14889970	1980.331441	1716.369608	1	""	"117H"	"slice"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	4.083348619	2.103017178	2.36697901	"210725_c94"	"117H"	1716.369608	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.44796664613236
"210725_c94"	14889970	1722.97873	1575.896389	1	""	"118H"	"sling"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.875128924	2.152150194	2.299232536	"210725_c94"	"118H"	1575.896389	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.36257952523635
"210725_c94"	14889970	2087.496646	1770.928435	1	""	"119H"	"splash"	"aM"	"vM"	"H"	"c"	"aMvM"	4.259836043	2.172339397	2.488907608	"210725_c94"	"119H"	1770.928435	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.47925922759312
"210725_c94"	14889970	1978.281839	1581.441562	1	""	"120L"	"sponge"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.916696463	1.938414624	2.335254902	"210725_c94"	"120L"	1581.441562	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.36609209106711
"210725_c94"	14889970	1871.804529	1624.20276	1	""	"121H"	"spool"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.710030675	1.838226147	2.085827915	"210725_c94"	"121H"	1624.20276	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.39277236514498
"210725_c94"	14889970	1707.844772	1543.189845	1	""	"122H"	"spoon"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.708961927	2.001117155	2.165772082	"210725_c94"	"122H"	1543.189845	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.34160688108775
"210725_c94"	14889970	1977.027744	1792.477984	1	""	"123H"	"sport"	"aM"	"vM"	"H"	"c"	"aMvM"	4.044937622	2.067909878	2.252459638	"210725_c94"	"123H"	1792.477984	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.49135429011104
"210725_c94"	14889970	1789.852527	1723.271656	1	""	"124L"	"spray"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.134047185	2.344194658	2.410775529	"210725_c94"	"124L"	1723.271656	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.45197988863878
"210725_c94"	14889970	1765.822996	1559.555468	1	""	"126H"	"strap"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.796300782	2.030477786	2.236745315	"210725_c94"	"126H"	1559.555468	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.35215610322553
"210725_c94"	14889970	1987.074964	1624.094408	1	""	"127H"	"swamps"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.989069361	2.001994398	2.364974953	"210725_c94"	"127H"	1624.094408	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.39270565203689
"210725_c94"	14889970	1864.419364	1699.904483	1	""	"128H"	"swan"	"aM"	"vM"	"H"	"c"	"aMvM"	4.050840339	2.186420975	2.350935856	"210725_c94"	"128H"	1699.904483	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.4383273419952
"210725_c94"	14889970	1947.598185	1866.451638	1	""	"129L"	"tea"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.172745295	2.22514711	2.306293658	"210725_c94"	"129L"	1866.451638	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.53179438749123
"210725_c94"	14889970	1794.296039	1629.790001	1	""	"12L"	"bread"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.746239746	1.951943707	2.116449745	"210725_c94"	"12L"	1629.790001	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.3962064517587
"210725_c94"	14889970	1850.4205	1483.076196	1	""	"130H"	"tent"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.608690724	1.758270224	2.125614528	"210725_c94"	"130H"	1483.076196	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.30187372045392
"210725_c94"	14889970	1744.484951	1485.577659	1	""	"131L"	"thief"	"aM"	"vM"	"L"	"c"	"aMvM"	3.945193299	2.200708348	2.45961564	"210725_c94"	"131L"	1485.577659	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.30355897155708
"210725_c94"	14889970	1883.197755	1586.283776	1	""	"132L"	"thorns"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.193613331	2.310415576	2.607329555	"210725_c94"	"132L"	1586.283776	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.36914931178851
"210725_c94"	14889970	1764.3774	1524.732146	1	""	"133L"	"throat"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.615743655	1.851366255	2.09101151	"210725_c94"	"133L"	1524.732146	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.32957403164744
"210725_c94"	14889970	1838.792187	1712.600398	1	""	"134H"	"tin"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.825915069	1.987122881	2.113314671	"210725_c94"	"134H"	1712.600398	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.44576819498725
"210725_c94"	14889970	1519.714955	1397.821901	1	""	"136L"	"trail"	"aM"	"vM"	"L"	"c"	"aMvM"	3.400844166	1.881129211	2.003022265	"210725_c94"	"136L"	1397.821901	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.24267051911316
"210725_c94"	14889970	1972.426396	1717.953847	1	""	"138L"	"truck"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.935775596	1.963349199	2.217821748	"210725_c94"	"138L"	1717.953847	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.44888923780616
"210725_c94"	14889970	1570.117931	1382.559598	1	""	"139H"	"tub"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.661562017	2.091444086	2.279002419	"210725_c94"	"139H"	1382.559598	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.23169184132809
"210725_c94"	14889970	2096.49324	2000.943086	1	""	"140L"	"van"	"aM"	"vM"	"L"	"c"	"aMvM"	4.682410725	2.585917485	2.681467639	"210725_c94"	"140L"	2000.943086	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.60137389140062
"210725_c94"	14889970	2075.934742	1744.229942	1	""	"141L"	"wax"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.998262868	1.922328126	2.254032926	"210725_c94"	"141L"	1744.229942	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.46406844325487
"210725_c94"	14889970	1684.112785	1574.314602	1	""	"14H"	"broom"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.762967254	2.07885447	2.188652652	"210725_c94"	"14H"	1574.314602	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.36157528321101
"210725_c94"	14889970	2695.788564	2487.873488	1	""	"15H"	"bruise"	"aNM"	"vM"	"H"	"c"	"aNMvM"	4.928677826	2.232889262	2.440804338	"210725_c94"	"15H"	2487.873488	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.81918360369162
"210725_c94"	14889970	2191.344526	2029.254682	1	""	"16H"	"cake"	"aM"	"vM"	"H"	"c"	"aMvM"	4.841500384	2.650155858	2.812245702	"210725_c94"	"16H"	2029.254682	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.615423852895
"210725_c94"	14889970	1811.407971	1547.056615	1	""	"17L"	"calf"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.504960685	2.693552714	2.95790407	"210725_c94"	"17L"	1547.056615	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.34410944654208
"210725_c94"	14889970	2428.483329	2205.871721	1	""	"19H"	"chat"	"aM"	"vNM"	"H"	"c"	"aMvNM"	4.479612947	2.051129619	2.273741226	"210725_c94"	"19H"	2205.871721	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.69887804807734
"210725_c94"	14889970	2386.069007	1964.718978	1	""	"20L"	"chunks"	"aM"	"vM"	"L"	"c"	"aMvM"	4.806533394	2.420464387	2.841814416	"210725_c94"	"20L"	1964.718978	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.58310450033546
"210725_c94"	14889970	2483.146283	2309.432815	1	""	"21L"	"clerk"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.677930023	2.19478374	2.368497207	"210725_c94"	"21L"	2309.432815	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.74475723873524
"210725_c94"	14889970	2037.971553	1790.299255	1	""	"22L"	"cliff"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.795429391	1.757457839	2.005130136	"210725_c94"	"22L"	1790.299255	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.49013806642577
"210725_c94"	14889970	1925.514794	1672.962212	1	""	"23H"	"clock"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.714674436	1.789159642	2.041712224	"210725_c94"	"23H"	1672.962212	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.42235111376222
"210725_c94"	14889970	2246.174853	2211.304636	1	""	"24L"	"clue"	"aM"	"vM"	"L"	"c"	"aMvM"	4.524099647	2.277924794	2.312795011	"210725_c94"	"24L"	2211.304636	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.70133795336547
"210725_c94"	14889970	2342.206235	2036.143437	1	""	"25L"	"coach"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.777104058	2.434897823	2.740960621	"210725_c94"	"25L"	2036.143437	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.61881282558183
"210725_c94"	14889970	2319.369374	2024.900011	1	""	"26L"	"coast"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.630240601	2.310871227	2.60534059	"210725_c94"	"26L"	2024.900011	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.61327560103759
"210725_c94"	14889970	1703.823751	1560.663671	1	""	"27H"	"coin"	"aM"	"vNM"	"H"	"c"	"aMvNM"	4.097919564	2.394095814	2.537255893	"210725_c94"	"27H"	1560.663671	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.35286643990205
"210725_c94"	14889970	1998.758224	1665.300672	1	""	"29L"	"crash"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.223105459	2.224347235	2.557804787	"210725_c94"	"29L"	1665.300672	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.41776096989504
"210725_c94"	14889970	1984.454789	1885.27055	1	""	"2L"	"barn"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.839713342	1.855258552	1.954442791	"210725_c94"	"2L"	1885.27055	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.54182661743443
"210725_c94"	14889970	1904.528309	1794.39829	1	""	"30L"	"crew"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.0007416	2.096213291	2.20634331	"210725_c94"	"30L"	1794.39829	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.49242503024077
"210725_c94"	14889970	1572.839477	1417.879132	1	""	"31H"	"crib"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.482730467	1.90989099	2.064851335	"210725_c94"	"31H"	1417.879132	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.25691746509518
"210725_c94"	14889970	2380.834527	2210.804972	1	""	"32L"	"crop"	"aM"	"vM"	"L"	"c"	"aMvM"	4.698620068	2.31778554	2.487815096	"210725_c94"	"32L"	2210.804972	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	7.70111196891623
"210725_c94"	14889970	1568.490157	1463.617141	1	""	"33L"	"crown"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.466774932	1.898284775	2.003157791	"210725_c94"	"33L"	1463.617141	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.28866614460968
"210725_c94"	14889970	1722.941577	1589.82393	1	""	"35L"	"curb"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.950401827	2.227460249	2.360577896	"210725_c94"	"35L"	1589.82393	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.37137855323355
"210725_c94"	14889970	2098.102922	1906.93854	1	""	"36H"	"dart"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	4.265730871	2.167627949	2.358792331	"210725_c94"	"36H"	1906.93854	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.55325437644971
"210725_c94"	14889970	2696.981723	2569.721622	1	""	"38H"	"den"	"aM"	"vM"	"H"	"c"	"aMvM"	5.140072755	2.443091032	2.570351133	"210725_c94"	"38H"	2569.721622	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.85155285373448
"210725_c94"	14889970	2136.530113	1844.037648	1	""	"39L"	"dent"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.046990582	1.910460469	2.202952934	"210725_c94"	"39L"	1844.037648	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.51971282039403
"210725_c94"	14889970	1683.966997	1626.12162	1	""	"3H"	"bay"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.57702979	1.893062793	1.95090817	"210725_c94"	"3H"	1626.12162	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.39395308435857
"210725_c94"	14889970	2012.187518	1664.289751	1	""	"40H"	"ditch"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.843194562	1.831007044	2.178904811	"210725_c94"	"40H"	1664.289751	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.41715373542915
"210725_c94"	14889970	1687.558821	1521.187427	1	""	"41H"	"dive"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.757312124	2.069753302	2.236124697	"210725_c94"	"41H"	1521.187427	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.32724651083457
"210725_c94"	14889970	1975.217222	1798.317917	1	""	"42H"	"doll"	"aM"	"vM"	"H"	"c"	"aMvM"	3.855501608	1.880284386	2.057183692	"210725_c94"	"42H"	1798.317917	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.49460701642019
"210725_c94"	14889970	1808.872734	1559.703416	1	""	"43L"	"dove"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.794457809	1.985585075	2.234754393	"210725_c94"	"43L"	1559.703416	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.35225096422016
"210725_c94"	14889970	2258.495534	2097.878867	1	""	"46H"	"drug"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	4.540205873	2.28171034	2.442327007	"210725_c94"	"46H"	2097.878867	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.64868204992045
"210725_c94"	14889970	2095.651072	1949.256396	1	""	"47H"	"drum"	"aNM"	"vM"	"H"	"c"	"aNMvM"	4.299383393	2.203732321	2.350126997	"210725_c94"	"47H"	1949.256396	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.57520324344635
"210725_c94"	14889970	2155.044251	1912.992168	1	""	"4H"	"beak"	"aNM"	"vM"	"H"	"c"	"aNMvM"	4.51188151	2.356837259	2.598889343	"210725_c94"	"4H"	1912.992168	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.55642387533882
