label	time
14745923_100LaNMvM	0.6871927437641681
14745923_101LaMvM	2.7066141345427037
14745923_102LaNMvM	5.383719954648518
14745923_103LaMvNM	8.108246031746022
14745923_104LaMvM	10.559060846560842
14745923_105LaNMvM	12.392380574452
14745923_107HaNMvNM	14.075491685563117
14745923_108LaMvNM	16.522738851095994
14745923_109LaMvM	18.3050984882842
14745923_10HaMvNM	20.076372864701433
14745923_110LaNMvM	23.0849170823885
14745923_111HaNMvNM	25.346314663643227
14745923_112HaNMvM	27.915816553287982
14745923_113HaMvM	30.04291179138322
14745923_114LaNMvNM	32.104488579674296
14745923_115HaMvNM	34.445946062667474
14745923_116HaNMvM	36.24042908723436
14745923_117HaMvM	38.75951979018221
14745923_118LaNMvNM	40.87160369040896
14745923_119HaMvNM	43.31783498292596
14745923_120HaNMvM	45.60660925627167
14745923_121HaMvM	48.24087565756902
14745923_122LaNMvNM	50.60430649657128
14745923_123HaMvNM	53.06153778908829
14745923_124HaNMvM	56.20062924789404
14745923_126HaMvM	58.69600112998019
14745923_127LaNMvNM	60.60061866588346
14745923_128HaMvNM	63.72351662506712
14745923_129LaMvNM	65.94569844324893
14745923_12HaNMvM	67.75670489231173
14745923_131LaNMvM	69.75930579934119
14745923_132HaNMvNM	72.15971471846437
14745923_133LaMvNM	74.58630605129376
14745923_134LaMvM	76.63934267335888
14745923_136LaNMvM	78.29029448741785
14745923_137HaNMvNM	80.61776274138613
14745923_138LaMvNM	85.02854051916388
14745923_139LaMvM	86.87913699902565
14745923_13HaMvM	88.80739061842213
14745923_140LaNMvM	91.08880040138293
14745923_141HaNMvNM	92.98437349671794
14745923_14HaMvM	95.25513880284039
14745923_15LaNMvNM	97.6853570568086
14745923_16HaMvNM	99.72300374048207
14745923_17LaMvNM	101.9892350329991
14745923_19LaMvM	103.66482361373058
14745923_20LaNMvM	106.2827805298303
14745923_21HaNMvNM	108.75160139150826
14745923_22LaMvNM	111.18352202642889
14745923_23LaMvM	113.0546354051137
14745923_24LaNMvM	115.23454405428767
14745923_25HaNMvNM	117.6441653694804
14745923_26LaMvNM	120.0243181323399
14745923_27LaMvM	122.36500293959615
14745923_28LaNMvM	124.34785275644602
14745923_29HaNMvNM	127.30776885621931
14745923_2HaNMvM	129.34548994465467
14745923_30LaMvNM	131.4405216906864
14745923_31LaMvM	133.70307794395694
14745923_32LaNMvM	135.46762855207896
14745923_33HaNMvNM	137.43107299652343
14745923_35HaNMvM	139.6449591859198
14745923_36HaMvM	142.4131668167982
14745923_37LaNMvNM	144.8361101274558
14745923_38HaMvNM	147.38834368754647
14745923_39HaNMvM	149.28202084833327
14745923_3HaMvM	151.52717374758822
14745923_40HaMvM	153.79355810132972
14745923_41LaNMvNM	155.93600556920575
14745923_42HaMvNM	158.1118717823577
14745923_43HaNMvM	159.9672504671649
14745923_44LaNMvNM	161.93954222831388
14745923_45HaMvNM	164.46712994218728
14745923_46HaMvM	166.75631701701718
14745923_47LaNMvNM	169.02684536168834
14745923_48LaNMvM	171.35050976078134
14745923_4LaNMvNM	174.0807591938879
14745923_50HaMvNM	175.9265670980019
14745923_51HaNMvM	178.2120251478886
14745923_52HaMvNM	180.14914986444188
14745923_53HaMvM	182.28375984176614
14745923_54HaNMvNM	184.03981812360308
14745923_55HaNMvNM	186.62009250002035
14745923_57LaNMvNM	188.68763218256004
14745923_58HaMvNM	190.99652333902264
14745923_59LaMvNM	193.29427692934775
14745923_5HaMvNM	195.37974879081952
14745923_60LaMvM	196.97595362831004
14745923_61LaNMvM	198.89472384750883
14745923_62HaNMvNM	201.67642096445087
14745923_63LaMvNM	203.6084073590087
14745923_64LaMvM	205.76198559030132
14745923_65LaNMvM	207.55161144064147
14745923_66HaNMvNM	209.51821461524463
14745923_67LaMvNM	211.23178447652248
14745923_68LaMvM	213.00538463086997
14745923_69LaNMvM	215.0235499021066
14745923_70HaNMvNM	216.4385731645586
14745923_71LaMvNM	218.70702862293234
14745923_72LaMvM	221.0310059471953
14745923_73LaNMvM	222.78859975313873
14745923_74HaNMvNM	225.04441269134082
14745923_75HaNMvM	227.09675509496907
14745923_76HaMvM	229.34867572988975
14745923_78LaNMvNM	231.4245976605668
14745923_79HaMvNM	233.21862418807285
14745923_7HaNMvM	235.69488949419537
14745923_80HaNMvM	237.5831286716845
14745923_81HaMvM	240.13648385618256
14745923_82LaNMvNM	242.2622457609445
14745923_83HaMvNM	244.9458546044819
14745923_85HaNMvM	246.86284780176078
14745923_86HaMvM	249.4351471214888
14745923_87LaNMvNM	251.43074702070766
14745923_88HaMvNM	253.69277876673942
14745923_89HaNMvM	256.1565860229753
14745923_8HaMvM	258.5530576783041
14745923_90HaMvM	260.7567356828394
14745923_91LaNMvNM	262.57513704338356
14745923_93HaMvNM	265.21864595170877
14745923_94LaMvNM	267.05640097276483
14745923_95LaMvM	269.02405217870177
14745923_96LaNMvM	271.13791158913267
14745923_97HaNMvNM	273.58234242813495
14745923_98LaMvNM	275.33376079548196
14745923_99LaMvM	277.74595330920243
