label	time
14742950_100HaNMvM	0.628
14742950_102LaNMvM	2.510708333333333
14742950_103HaNMvNM	4.466104166666666
14742950_104LaMvNM	6.471270833333333
14742950_105HaNMvM	8.503104166666667
14742950_107HaMvM	10.603479166666666
14742950_108HaNMvNM	12.959229166666665
14742950_109LaMvNM	14.983916666666666
14742950_10LaNMvNM	17.048770833333332
14742950_110HaNMvM	19.173520833333335
14742950_111HaMvM	21.342125000000003
14742950_112HaMvNM	23.8019375
14742950_113LaNMvM	26.030625
14742950_114LaMvM	28.279708333333332
14742950_115LaNMvNM	30.784229166666666
14742950_116HaMvNM	32.796729166666665
14742950_117LaNMvM	36.9695625
14742950_118LaMvM	39.14558333333333
14742950_119LaNMvNM	41.41831249999999
14742950_120HaMvNM	43.56254166666666
14742950_121LaNMvM	44.88435416666666
14742950_122LaMvM	47.40572916666666
14742950_123LaNMvNM	50.016229166666655
14742950_124HaMvNM	52.24524999999999
14742950_126LaNMvM	55.03204166666666
14742950_127LaMvM	57.41845833333332
14742950_128LaNMvNM	59.817374999999984
14742950_129HaNMvNM	61.804124999999985
14742950_12HaMvNM	64.11102083333331
14742950_130LaMvNM	66.35512499999999
14742950_131HaNMvM	68.68302083333332
14742950_132HaMvM	70.80554166666666
14742950_134LaMvNM	73.2665
14742950_136HaNMvM	75.53089583333332
14742950_137HaMvM	78.14643749999998
14742950_138HaNMvNM	79.98924999999998
14742950_139LaMvNM	81.86439583333332
14742950_13HaMvM	84.38141666666665
14742950_140HaNMvM	87.1654375
14742950_141HaMvM	89.25172916666666
14742950_14LaNMvM	91.61470833333333
14742950_15LaMvM	93.75222916666667
14742950_16LaNMvNM	95.9635625
14742950_17HaNMvNM	98.28104166666665
14742950_19LaMvNM	100.47741666666666
14742950_20HaNMvM	102.79770833333332
14742950_21HaMvM	105.25966666666666
14742950_22HaNMvNM	107.62102083333333
14742950_23LaMvNM	109.71958333333333
14742950_24HaNMvM	111.67345833333333
14742950_25HaMvM	113.62468750000001
14742950_26HaNMvNM	115.90639583333333
14742950_27LaMvNM	117.84358333333333
14742950_28HaNMvM	120.42954166666667
14742950_29HaMvM	122.6044375
14742950_2HaMvNM	124.7051875
14742950_31LaMvNM	127.14977083333332
14742950_32HaNMvM	129.16760416666668
14742950_33HaMvM	131.19083333333333
14742950_35HaMvNM	133.58864583333332
14742950_36LaNMvM	136.2231458333333
14742950_37LaMvM	138.59702083333332
14742950_38LaNMvNM	141.28654166666664
14742950_39HaMvNM	143.40702083333332
14742950_3LaNMvM	145.4207083333333
14742950_40LaNMvM	147.84572916666664
14742950_41LaMvM	151.7025
14742950_43HaMvNM	154.20185416666666
14742950_44LaNMvNM	156.40291666666667
14742950_45HaMvNM	158.49183333333337
14742950_46LaNMvM	160.82950000000002
14742950_48LaNMvM	163.17689583333336
14742950_4LaMvM	165.30027083333334
14742950_50LaNMvNM	167.4069166666667
14742950_51HaMvNM	169.5601875
14742950_52HaMvNM	171.54874999999998
14742950_53LaNMvM	173.78345833333333
14742950_54HaMvM	176.09779166666667
14742950_55HaNMvNM	178.415875
14742950_57LaMvM	180.43027083333334
14742950_58LaNMvNM	182.68245833333333
14742950_59HaNMvNM	184.5336875
14742950_5LaNMvNM	186.98952083333336
14742950_60LaMvNM	191.15027083333334
14742950_61HaNMvM	193.80125
14742950_62HaMvM	195.9486875
14742950_63HaNMvNM	198.1565
14742950_64LaMvNM	200.43995833333335
14742950_65HaNMvM	202.92302083333337
14742950_66HaMvM	205.12300000000002
14742950_67HaNMvNM	206.74564583333336
14742950_68LaMvNM	209.06014583333337
14742950_69HaNMvM	210.94987500000002
14742950_70HaMvM	213.1162291666667
14742950_71HaNMvNM	215.17150000000004
14742950_72LaMvNM	217.51225000000002
14742950_73HaNMvM	219.7531041666667
14742950_74HaMvM	222.04279166666672
14742950_75HaMvNM	224.3487916666667
14742950_78LaMvM	226.8917916666667
14742950_79LaNMvNM	229.02245833333336
14742950_7HaMvNM	230.91431250000002
14742950_80HaMvNM	233.06675
14742950_81LaNMvM	235.4882916666667
14742950_82LaMvM	237.64472916666668
14742950_85HaMvNM	239.74197916666668
14742950_86LaNMvM	241.96037500000003
14742950_87LaMvM	244.0461875
14742950_88LaNMvNM	246.38991666666666
14742950_89HaMvNM	248.6819375
14742950_8LaNMvM	250.93960416666667
14742950_90LaNMvM	254.1731041666667
14742950_91LaMvM	256.597125
14742950_93LaNMvNM	259.4278125
14742950_94HaNMvNM	261.69325000000003
14742950_95LaMvNM	263.96566666666666
14742950_96HaNMvM	266.36572916666665
14742950_97HaMvM	268.5792083333333
14742950_98HaNMvNM	270.76243750000003
14742950_99LaMvNM	272.9189166666667
14742950_9LaMvM	274.78864583333336
