"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label","videoname","Task.Version","Spreadsheet","Response","display","randomise_blocks","row_number","filename","rowmean","block","Experiment.Version","Participant.OS","Participant.Browser","randomiser_t27m","date.of.birth_year","date.of.birth_month","sex","languages","response_6","response_6_text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response_4_1","response_4_2","response_4_3","response_4_4","response_4_text","response_5","Comments","SUBJECT","ITEM","RT","GROUP","AUDIO","VIDEO","PREDICT","ACOUSTIC","VISUAL","PREDICTABILITY","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"3227","210725_c76",14745223,1079.74789447959,907.085647004986,0,"unsure_I think the onset is an afficative rather than a plosive","139L","tub","aNM","vNM","L","c","aNMvNM",3.44934045314945,2.36959255866986,2.54225480614446,1,"14745223_139LaNMvNM","139L_aNM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-124-2.weba","Block1",3,109,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","139L",907.085647004986,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",109,4,10.4166666666667,"Female"
"3228","210725_c76",14745223,649.205062313116,480.702658466896,0,"unsure_cannot figure out the onset - in fact, it sounds like dan rather than van to my ears","140H","van","aM","vM","H","c","aMvM",3.24493955890279,2.59573449658967,2.76423690043589,1,"14745223_140HaMvM","140H_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-88-2.weba","Block1",4,75,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","140H",480.702658466896,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",75,3,10.4166666666667,"Female"
"3236","210725_c76",14745223,2114.97996296809,1932.13203051859,0,"club","21L","clerk","aM","vNM","L","c","aMvNM",4.27383278134742,2.15885281837933,2.34170075082883,1,"14745223_21LaMvNM","21L_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-125-2.weba","Block1",3,110,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","21L",1932.13203051859,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",110,4,10.4166666666667,"Female"
"3247","210725_c76",14745223,767.848465545367,567.534576656466,0,"unsure_sounds like quib","31L","crib","aNM","vNM","L","c","aNMvNM",3.15164776008368,2.38379929453831,2.58411318342721,1,"14745223_31LaNMvNM","31L_aNM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-100-2.weba","Block1",4,87,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","31L",567.534576656466,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",87,3,10.4166666666667,"Female"
"3263","210725_c76",14745223,1896.42598150786,1805.7644786588,0,"blame","50H","flame","aNM","vM","H","c","aNMvM",3.98226337869212,2.08583739718426,2.17649890003332,1,"14745223_50HaNMvM","50H_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-38-2.weba","Block1",1,29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",16,1,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","50H",1805.7644786588,"Children","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",29,1,10.4166666666667,"Female"
"3288","210725_c76",14745223,1352.65556732622,1134.53203536483,0,"blap","78H","lap","aM","vNM","H","c","aMvNM",3.63306228098969,2.28040671366347,2.49853024562486,1,"14745223_78HaMvNM","78H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-56-2.weba","Block1",2,45,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","78H",1134.53203536483,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",45,2,10.4166666666667,"Female"
"3332","210725_c81",14745923,1672.18987404784,1487.64011337142,0,"discard_I think the child said sth before","123H","sport","aM","vNM","H","c","aMvNM",3.74009975159391,2.06790987754607,2.25245963822249,1,"14745923_123HaMvNM","123H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-122-2.weba","Block1",1,107,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","123H",1487.64011337142,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",107,4,11.9166666666667,"Male"
"3344","210725_c81",14745923,2326.97292427491,2131.44703021288,0,"discard_whole sentence repeated","137H","trap","aNM","vNM","H","c","aNMvNM",4.33837881789617,2.01140589362126,2.20693178768329,1,"14745923_137HaNMvNM","137H_aNM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-56-2.weba","Block1",4,45,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","137H",2131.44703021288,"Children","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",45,2,11.9166666666667,"Male"
"3353","210725_c81",14745923,1612.79506386684,1380.62829573914,0,"shut","19L","chat","aM","vM","L","c","aMvM",3.94336568841386,2.33057062454702,2.56273739267472,1,"14745923_19LaMvM","19L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-123-2.weba","Block1",1,108,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","19L",1380.62829573914,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",108,4,11.9166666666667,"Male"
"3384","210725_c81",14745923,1627.96306974318,1308.31198115451,0,"incomplete recording","53H","frogs","aM","vM","H","c","aMvM",3.33583828907641,1.70787521933323,2.0275263079219,1,"14745923_53HaMvM","53H_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-68-2.weba","Block1",4,57,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","53H",1308.31198115451,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",57,2,11.9166666666667,"Male"
"3389","210725_c81",14745923,1649.33252735149,1504.86437258959,0,"gream? incomplete recording","5H","beam","aM","vNM","H","c","aMvNM",3.93555298640919,2.2862204590577,2.4306886138196,1,"14745923_5HaMvNM","5H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-48-2.weba","Block1",4,37,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","5H",1504.86437258959,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",37,2,11.9166666666667,"Male"
"3390","210725_c81",14745923,1436.70416931866,1299.8426241798,0,"unsure_grim?","60L","grin","aM","vM","L","c","aMvM",3.68983982121773,2.25313565189907,2.38999719703793,1,"14745923_60LaMvM","60L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-132-2.weba","Block1",1,117,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","60L",1299.8426241798,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",117,4,11.9166666666667,"Male"
"3394","210725_c81",14745923,1598.5123286955,1431.37065551167,0,"hand","64L","hen","aM","vM","L","c","aMvM",3.72535642698193,2.12684409828643,2.29398577147026,1,"14745923_64LaMvM","64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-91-2.weba","Block1",2,78,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","64L",1431.37065551167,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",78,3,11.9166666666667,"Male"
"3402","210725_c81",14745923,1412.50808419971,1142.17968784112,0,"unsure_geese?","72L","juice","aM","vM","L","c","aMvM",3.56685380948238,2.15434572528267,2.42467412164126,1,"14745923_72LaMvM","72L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-60-2.weba","Block1",4,49,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","72L",1142.17968784112,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",49,2,11.9166666666667,"Male"
"3412","210725_c81",14745923,1361.57401062011,1012.68118654596,0,"voiced 'g' in the coda","82L","lungs","aNM","vNM","L","c","aNMvNM",4.0653857153541,2.70381170473399,3.05270452880814,1,"14745923_82LaNMvNM","82L_aNM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-33-2.weba","Block1",3,24,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",16,1,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","82L",1012.68118654596,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",24,1,11.9166666666667,"Male"
"3425","210725_c81",14745923,2291.89890104255,2164.64783007979,0,"","96L","pile","aNM","vM","L","c","aNMvM",4.24610473590798,1.95420583486543,2.08145690582819,1,"14745923_96LaNMvM","96L_aNM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14745923?filename=audioFile-87-2.weba","Block1",2,74,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version8",11,11,"Male","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c81","96L",2164.64783007979,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",74,3,11.9166666666667,"Male"
"3434","210725_c84",14993977,1169.02432691748,1123.12386395448,0,"a row","108L","row","aM","vM","L","c","aMvM",3.53363447080963,2.36461014389215,2.41051060685515,1,"14993977_108LaMvM","108L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14993977?filename=108LaMvMmp4-25-2.weba","Block1",3,16,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",16,1,9,"Mac OS 10.15.7","Chrome 92.0.4515.131","Version1",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",2,2,"Everything worked well","","","","","","","210725_c84","108L",1123.12386395448,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",16,1,10.75,"Female"
"3462","210725_c84",14993977,1445.33783548312,1169.30932671121,0,"track","138L","truck","aM","vM","L","c","aMvM",3.39448907699844,1.94915124151532,2.22517975028723,1,"14993977_138LaMvM","138L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14993977?filename=138LaMvMmp4-58-2.weba","Block1",2,47,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.131","Version1",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",2,2,"Everything worked well","","","","","","","210725_c84","138L",1169.30932671121,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",47,2,10.75,"Female"
"3559","210725_c86",14742950,6124.42572273266,5968.9994749608,0,"discard_said don't know","118L","sling","aM","vM","L","c","aMvM",8.46069628980046,2.3362705670678,2.49169681483966,1,"14742950_118LaMvM","118L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-30-2.weba","Block1",3,21,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",16,1,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","118L",5968.9994749608,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",21,1,11,"Female"
"3562","210725_c86",14742950,4043.17303554998,3821.35014822606,0,"discard_said don't know","121L","spool","aNM","vM","L","c","aNMvM",6.13628728873263,2.09311425318265,2.31493714050657,1,"14742950_121LaNMvM","121L_aNM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-38-2.weba","Block1",3,29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",16,1,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","121L",3821.35014822606,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",29,1,11,"Female"
"3563","210725_c86",14742950,1691.17378570682,1532.52448015119,0,"discard_said don't know","122L","spoon","aM","vM","L","c","aMvM",3.91533109425721,2.22415730855039,2.38280661410602,1,"14742950_122LaMvM","122L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-121-2.weba","Block1",4,106,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",106,4,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","122L",1532.52448015119,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",106,4,11,"Female"
"3593","210725_c86",14742950,5020.99185493199,4885.03768826533,0,"discard_said don't know","27L","coin","aM","vNM","L","c","aMvNM",7.37352234218406,2.35253048725207,2.48848465391873,1,"14742950_27LaMvNM","27L_aM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-18-2.weba","Block1",3,9,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",16,1,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","27L",4885.03768826533,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",9,1,11,"Female"
"3616","210725_c86",14742950,4887.36862825871,4735.46933390386,0,"discard_girl","58L","goal","aNM","vNM","L","c","aNMvNM",6.84862218771033,1.96125355945162,2.11315285380647,1,"14742950_58LaNMvNM","58L_aNM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-47-2.weba","Block1",2,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",46,2,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","58L",4735.46933390386,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",36,2,11,"Female"
"3623","210725_c86",14742950,2489.39616759111,2322.25449440728,0,"discard_hand","64L","hen","aM","vNM","L","c","aMvNM",4.61624026587754,2.12684409828643,2.29398577147026,1,"14742950_64LaMvNM","64L_aM_vNM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/14742950?filename=audioFile-60-2.weba","Block1",2,49,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-73fk.csv",46,2,9,"Chromium OS 13904.97.0","Chrome 91.0.4472.167","Version7",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,3,"",2,3,"Everything worked well","","","","","","","210725_c86","64L",2322.25449440728,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",49,2,11,"Female"
"3660","210725_c94",14889970,1538.75198249006,1394.50049863451,0,"room? vowel in TIN and CLIFF are fronter","105L","rim","aM","vM","L","c","aMvM",4.07756831153808,2.53881632904802,2.68306781290357,1,"14889970_105LaMvM","105L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=105LaMvMmp4-70-2.weba","Block1",4,59,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",46,2,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","105L",1394.50049863451,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",59,2,8.41666666666667,"Female"
"3691","210725_c94",14889970,1384.9703815093,1176.68180334223,0,"self-correction?","137L","trap","aNM","vM","L","c","aNMvM",3.57223179396598,2.18726141245668,2.39554999062375,1,"14889970_137LaNMvM","137L_aNM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=137LaNMvMmp4-71-2.weba","Block1",4,60,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",46,2,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","137L",1176.68180334223,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",60,2,8.41666666666667,"Female"
"3709","210725_c94",14889970,1661.8902306222,1318.54896078091,0,"pops","28L","cops","aM","vM","L","c","aMvM",4.04421760384344,2.38232737322124,2.72566864306253,1,"14889970_28LaMvM","28L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=28LaMvMmp4-53-2.weba","Block1",4,42,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",46,2,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","28L",1318.54896078091,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",42,2,8.41666666666667,"Female"
"3718","210725_c94",14889970,1482.25189791705,1270.27960335687,0,"geck?","37H","deck","aNM","vM","H","c","aNMvM",3.04513490580024,1.56288300788319,1.77485530244337,1,"14889970_37HaNMvM","37H_aNM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=37HaNMvMmp4-75-2.weba","Block1",2,62,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",76,3,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","37H",1270.27960335687,"Children","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",62,3,8.41666666666667,"Female"
"3736","210725_c94",14889970,1723.51417152332,1579.04601676142,0,"bean","5H","beam","aM","vM","H","c","aMvM",4.00973463058102,2.2862204590577,2.4306886138196,1,"14889970_5HaMvM","5H_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=5HaMvMmp4-61-2.weba","Block1",4,50,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",46,2,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","5H",1579.04601676142,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",50,2,8.41666666666667,"Female"
"3737","210725_c94",14889970,1560.3095944833,1436.34778892775,0,"groan","60H","grin","aM","vNM","H","c","aMvNM",3.91259618350475,2.35228658902145,2.476248394577,1,"14889970_60HaMvNM","60H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=60HaMvNMmp4-36-2.weba","Block1",1,27,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","60H",1436.34778892775,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",27,1,8.41666666666667,"Female"
"3750","210725_c94",14889970,1613.4312768582,1386.55349505769,0,"jank","73L","junk","aM","vM","L","c","aMvM",3.75226677654678,2.13883549968858,2.36571328148909,1,"14889970_73LaMvM","73L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=73LaMvMmp4-37-2.weba","Block1",1,28,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","73L",1386.55349505769,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",28,1,8.41666666666667,"Female"
"3772","210725_c94",14889970,1673.2437446243,1534.10469862126,0,"pearl","96L","pile","aM","vM","L","c","aMvM",3.78754879301937,2.11430504839507,2.25344409439811,1,"14889970_96LaMvM","96L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=96LaMvMmp4-97-2.weba","Block1",2,84,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",76,3,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","96L",1534.10469862126,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",84,3,8.41666666666667,"Female"
"3773","210725_c94",14889970,1456.94383041484,1293.83340215259,0,"pale?","97L","pill","aNM","vM","L","c","aNMvM",3.74500822743005,2.28806439701521,2.45117482527746,1,"14889970_97LaNMvM","97L_aNM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14889970?filename=97LaNMvMmp4-114-2.weba","Block1",3,99,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",106,4,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version3",8,5,"Female","English","Born and raised in the UK","","No",2,1,"",2,2,"Everything worked well","","","","","","","210725_c94","97L",1293.83340215259,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",99,4,8.41666666666667,"Female"
"3822","210823_c177",15326180,1578.86349022871,1376.50404758798,0,"unsure_clock?","21H","clerk","aM","vNM","H","c","aMvNM",4.16893828512428,2.59007479489557,2.7924342375363,1,"15326180_21HaMvNM","21H_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15326180?filename=21HaMvNMmp4-10-2.weba","Block1",3,1,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version5",11,11,"Male","English and another language (bilingual)","Raised in the UK from this age (please specify):","5 Months","Yes sometimes",2,4,"Not very problamatic",3,1,"Everything worked well","","","","","No","No","210823_c177","21H",1376.50404758798,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",1,1,11.9166666666667,"Male"
