"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"RTcut"	"LogRT"
"210725_a176"	15219350	952.85128470267	777.260221354271	1	""	"139L"	"tub"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.33383626843171	2.38098498372904	2.55657604707744	"210725_a176"	"139L"	777.260221354271	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.65577519951727
"210725_a176"	15219350	781.15439376688	645.78935753491	1	""	"140H"	"van"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.37779263446339	2.59663824069651	2.73200327692848	"210725_a176"	"140H"	645.78935753491	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.47047337868221
"210725_a176"	15219350	833.285101818827	520.296616155807	1	""	"141H"	"wax"	"aM"	"vM"	"H"	"a"	"aMvM"	3.16840026303652	2.33511516121769	2.64810364688071	"210725_a176"	"141H"	520.296616155807	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.25439906463453
"210725_a176"	15219350	1094.39288502809	1006.53514693286	1	""	"14L"	"broom"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.55393221556615	2.45953933053806	2.54739706863329	"210725_a176"	"14L"	1006.53514693286	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(1e+03,3e+03]"	6.91426916442332
"210725_a176"	15219350	828.643602821669	684.336914017119	1	""	"15L"	"bruise"	"aM"	"vM"	"L"	"a"	"aMvM"	2.95291821926125	2.12427461643958	2.26858130524413	"210725_a176"	"15L"	684.336914017119	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.52845036070506
"210725_a176"	15219350	932.012474246949	689.653775416529	1	""	"16L"	"cake"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.36473725135511	2.43272477710816	2.67508347593858	"210725_a176"	"16L"	689.653775416529	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.53618969690157
"210725_a176"	15219350	1115.73436176499	912.499351774509	1	""	"17H"	"calf"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.65168964023053	2.53595527846554	2.73919028845602	"210725_a176"	"17H"	912.499351774509	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.81618737507229
"210725_a176"	15219350	1129.43873454113	897.271966413427	1	""	"19L"	"chat"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.46000935908815	2.33057062454702	2.56273739267472	"210725_a176"	"19L"	897.271966413427	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.79935901165997
"210725_a176"	15219350	1005.36655722009	632.951247228998	1	""	"20H"	"chunks"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.91404649187385	1.90867993465376	2.28109524464485	"210725_a176"	"20H"	632.951247228998	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.45039340058251
"210725_a176"	15219350	879.518347725836	677.158905085106	1	""	"21H"	"clerk"	"aM"	"vM"	"H"	"a"	"aMvM"	3.46959314262141	2.59007479489557	2.7924342375363	"210725_a176"	"21H"	677.158905085106	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.51790596484575
"210725_a176"	15219350	900.637076965652	681.668560627532	1	""	"22H"	"cliff"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.09030011623018	2.18966303926453	2.40863155560265	"210725_a176"	"22H"	681.668560627532	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.52454355823163
"210725_a176"	15219350	1052.84494351564	816.518058595011	1	""	"23L"	"clock"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.35923151139947	2.30638656788383	2.54271345280446	"210725_a176"	"23L"	816.518058595011	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.70504902924495
"210725_a176"	15219350	783.907033261542	743.056500807182	1	""	"24H"	"clue"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.29912798256977	2.51522094930823	2.55607148176259	"210725_a176"	"24H"	743.056500807182	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.61077208598157
"210725_a176"	15219350	1017.27788707045	728.957711631854	1	""	"25H"	"coach"	"aM"	"vM"	"H"	"a"	"aMvM"	3.11940084524765	2.1021229581772	2.3904431336158	"210725_a176"	"25H"	728.957711631854	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.59161572159063
"210725_a176"	15219350	940.867738199556	665.933779866236	1	""	"26H"	"coast"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.50511022247051	1.56424248427095	1.83917644260427	"210725_a176"	"26H"	665.933779866236	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.50119023596666
"210725_a176"	15219350	883.382587307876	747.428420641216	1	""	"27L"	"coin"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.23591307455995	2.35253048725207	2.48848465391873	"210725_a176"	"27L"	747.428420641216	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.61663854234021
"210725_a176"	15219350	1093.12476571096	737.317240835325	1	""	"28H"	"cops"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.2061492349282	2.11302446921724	2.46883199409288	"210725_a176"	"28H"	737.317240835325	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.60301824846739
"210725_a176"	15219350	978.772025254115	705.711171759465	1	""	"29H"	"crash"	"aM"	"vM"	"H"	"a"	"aMvM"	3.11794640336664	2.13917437811253	2.41223523160718	"210725_a176"	"29H"	705.711171759465	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.55920604863033
"210725_a176"	15219350	998.552768716792	888.482098782152	1	""	"2H"	"barn"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.94506303891667	1.94651027019988	2.05658094013452	"210725_a176"	"2H"	888.482098782152	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.78951449970705
"210725_a176"	15219350	777.19451743225	693.295843189829	1	""	"30H"	"crew"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.84405099078073	2.06685647334848	2.1507551475909	"210725_a176"	"30H"	693.295843189829	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.54145681024293
"210725_a176"	15219350	1016.67160488149	847.611924430381	1	""	"31L"	"crib"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.46102538310346	2.44435377822197	2.61341345867308	"210725_a176"	"31L"	847.611924430381	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.74242289475953
"210725_a176"	15219350	841.439721943145	658.241573795014	1	""	"32H"	"crop"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.96943014400082	2.12799042205768	2.31118857020581	"210725_a176"	"32H"	658.241573795014	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.4895719973754
"210725_a176"	15219350	1053.48297811123	948.041589222371	1	""	"33H"	"crown"	"aM"	"vM"	"H"	"a"	"aMvM"	2.85692845853812	1.80344548042689	1.90888686931575	"210725_a176"	"33H"	948.041589222371	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.85439837178047
"210725_a176"	15219350	903.155898685014	703.292190701835	1	""	"35H"	"curb"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.31715599610538	2.41400009742037	2.61386380540355	"210725_a176"	"35H"	703.292190701835	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.55577243945855
"210725_a176"	15219350	1074.15994305078	875.624686640516	1	""	"36L"	"dart"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.01858020657625	1.94442026352547	2.14295551993573	"210725_a176"	"36L"	875.624686640516	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.7749375592217
"210725_a176"	15219350	1072.58284036968	861.631235080465	1	""	"37L"	"deck"	"aM"	"vM"	"L"	"a"	"aMvM"	3.24213626817775	2.16955342780807	2.38050503309728	"210725_a176"	"37L"	861.631235080465	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.75882737759973
"210725_a176"	15219350	997.963856889357	896.455523556026	1	""	"38L"	"den"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.09109145672787	2.09312759983851	2.19463593317184	"210725_a176"	"38L"	896.455523556026	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.79844868061097
"210725_a176"	15219350	1448.29381124941	1141.38157166607	1	""	"39H"	"dent"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.18918996870286	1.74089615745345	2.04780839703679	"210725_a176"	"39H"	1141.38157166607	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.03999471259472
"210725_a176"	15219350	987.974028674497	966.109578319887	1	""	"3L"	"bay"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.33934662395325	2.35137259527875	2.37323704563336	"210725_a176"	"3L"	966.109578319887	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.873277262893
"210725_a176"	15219350	1191.57772609827	900.249340681623	1	""	"40L"	"ditch"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.01680668070014	1.82522895460187	2.11655734001852	"210725_a176"	"40L"	900.249340681623	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.80267177015618
"210725_a176"	15219350	946.409085645084	882.894948740274	1	""	"41L"	"dive"	"aM"	"vM"	"L"	"a"	"aMvM"	3.51377981965464	2.56737073400956	2.63088487091437	"210725_a176"	"41L"	882.894948740274	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.7832062226773
"210725_a176"	15219350	1109.35792167777	1031.7807506251	0	"dawn? usually L in response is clear"	"42L"	"doll"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.08017098089135	1.97081305921358	2.04839023026625	"210725_a176"	"42L"	1031.7807506251	"a"	"aNM"	"vNM"	"L"	"0"	"aNMvNM"	"(1e+03,3e+03]"	6.93904147252594
"210725_a176"	15219350	976.973352389931	753.890019056631	1	""	"43H"	"dove"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.00768127910598	2.03070792671605	2.25379126004935	"210725_a176"	"43H"	753.890019056631	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.62524649404875
"210725_a176"	15219350	978.462077304304	834.321490779014	1	""	"46L"	"drug"	"aNM"	"vM"	"L"	"a"	"aNMvM"	2.79023237252181	1.81177029521751	1.9559108817428	"210725_a176"	"46L"	834.321490779014	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.72661880863058
"210725_a176"	15219350	1421.57800093079	1278.90938799223	1	""	"47L"	"drum"	"aM"	"vM"	"L"	"a"	"aMvM"	3.42809035526446	2.00651235433367	2.14918096727223	"210725_a176"	"47L"	1278.90938799223	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(1e+03,3e+03]"	7.15376295308966
"210725_a176"	15219350	1013.87559275402	829.509022030343	1	""	"4L"	"beak"	"aM"	"vM"	"L"	"a"	"aMvM"	3.23125067359197	2.21737508083795	2.40174165156163	"210725_a176"	"4L"	829.509022030343	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.72083398603952
"210725_a176"	15219350	833.409798448766	732.398131782076	1	""	"50L"	"flame"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.21015251251669	2.37674271406792	2.47775438073461	"210725_a176"	"50L"	732.398131782076	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.59632426198071
"210725_a176"	15219350	740.342559317014	480.546097676783	1	""	"51H"	"flock"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.86570749462771	2.1253649353107	2.38516139695093	"210725_a176"	"51H"	480.546097676783	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.17492316070107
"210725_a176"	15219350	711.474910682627	449.801795603267	1	""	"53L"	"frogs"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.01866817961309	2.30719326893046	2.56886638400982	"210725_a176"	"53L"	449.801795603267	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.10880703152095
"210725_a176"	15219350	914.493320378882	652.485681489962	1	""	"54H"	"fudge"	"aM"	"vM"	"H"	"a"	"aMvM"	3.11096301386584	2.19646969348696	2.45847733237588	"210725_a176"	"54H"	652.485681489962	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.48078919487939
"210725_a176"	15219350	932.845724700825	908.163581843665	1	""	"57L"	"glue"	"aM"	"vM"	"L"	"a"	"aMvM"	3.09311074721091	2.16026502251009	2.18494716536725	"210725_a176"	"57L"	908.163581843665	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.8114245185906
"210725_a176"	15219350	1160.37410377504	1008.47480942019	1	""	"58L"	"goal"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.12162766322666	1.96125355945162	2.11315285380647	"210725_a176"	"58L"	1008.47480942019	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	6.91619437881774
"210725_a176"	15219350	828.946693845694	724.766924769424	1	""	"59H"	"gown"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.74367617438531	1.91472948053962	2.01890924961589	"210725_a176"	"59H"	724.766924769424	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.58585012009126
"210725_a176"	15219350	1108.89936362702	984.016419603461	1	""	"5L"	"beam"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.2524550763992	2.14355571277218	2.26843865679574	"210725_a176"	"5L"	984.016419603461	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.89164258350192
"210725_a176"	15219350	1315.43936307733	1178.57781793847	1	"but appears unsure"	"60L"	"grin"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.5685750149764	2.25313565189907	2.38999719703793	"210725_a176"	"60L"	1178.57781793847	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.07206375153984
"210725_a176"	15219350	948.795041186718	860.131728493227	1	""	"61H"	"growl"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.09018015143869	2.14138511025197	2.23004842294546	"210725_a176"	"61H"	860.131728493227	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.75708555018436
"210725_a176"	15219350	717.60161974819	657.6969611834	1	""	"62H"	"hay"	"aM"	"vM"	"H"	"a"	"aMvM"	2.7633365859555	2.04573496620731	2.1056396247721	"210725_a176"	"62H"	657.6969611834	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.48874427992777
"210725_a176"	15219350	1141.051525785	840.530692451721	1	""	"63H"	"hedge"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.36103370421668	2.21998217843168	2.52050301176496	"210725_a176"	"63H"	840.530692451721	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.7340334690787
"210725_a176"	15219350	1227.60060211459	1060.45892893076	1	"appears unsure"	"64L"	"hen"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.35444470040102	2.12684409828643	2.29398577147026	"210725_a176"	"64L"	1060.45892893076	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	6.96645704523099
"210725_a176"	15219350	732.521588473502	593.222398623031	1	""	"65H"	"herd"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.08460130454864	2.35207971607514	2.49137890592561	"210725_a176"	"65H"	593.222398623031	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.38556936852434
"210725_a176"	15219350	981.284679979436	675.936763312766	1	""	"66H"	"hint"	"aM"	"vM"	"H"	"a"	"aMvM"	3.23830776834328	2.25702308836384	2.56237100503051	"210725_a176"	"66H"	675.936763312766	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.516099526272
"210725_a176"	15219350	830.730346074122	520.457558992802	1	""	"67H"	"hips"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.00468347183863	2.17395312576451	2.48422591284583	"210725_a176"	"67H"	520.457558992802	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.25470834581182
"210725_a176"	15219350	872.135152230447	723.504556992286	1	""	"68L"	"hive"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.9426516024098	2.07051645017935	2.21914704541751	"210725_a176"	"68L"	723.504556992286	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.58410684458976
"210725_a176"	15219350	944.728897017257	623.561429068527	1	""	"69H"	"host"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.33742010945534	2.39269121243808	2.71385868038681	"210725_a176"	"69H"	623.561429068527	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.43544728323178
"210725_a176"	15219350	809.324625969651	638.717483112511	1	""	"70H"	"hug"	"aM"	"vM"	"H"	"a"	"aMvM"	2.73360010489577	1.92427547892612	2.09488262178326	"210725_a176"	"70H"	638.717483112511	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.45946223315754
"210725_a176"	15219350	737.607151227052	669.382743465742	1	""	"71H"	"jar"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.75163413992618	2.01402698869913	2.08225139646044	"210725_a176"	"71H"	669.382743465742	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.50635600933789
"210725_a176"	15219350	989.915736295924	719.587339937334	1	""	"72L"	"juice"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.14426146157859	2.15434572528267	2.42467412164126	"210725_a176"	"72L"	719.587339937334	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.57867790872725
"210725_a176"	15219350	967.238599535161	686.888509929421	1	""	"73H"	"junk"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.25960053790726	2.2923619383721	2.57271202797784	"210725_a176"	"73H"	686.888509929421	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.53217199365151
"210725_a176"	15219350	904.413098919859	674.178066025149	1	""	"74H"	"kick"	"aM"	"vM"	"H"	"a"	"aMvM"	3.33306255511451	2.42864945619465	2.65888448908936	"210725_a176"	"74H"	674.178066025149	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.51349426893516
"210725_a176"	15219350	914.003670540834	654.419159671224	1	""	"75H"	"knife"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.0362163240064	2.12221265346557	2.38179716433518	"210725_a176"	"75H"	654.419159671224	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.48374806308614
"210725_a176"	15219350	1044.30187861587	851.491934638291	1	""	"76L"	"knob"	"aNM"	"vM"	"L"	"a"	"aNMvM"	2.98321458767404	1.93891270905817	2.13172265303575	"210725_a176"	"76L"	851.491934638291	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.74699002811225
"210725_a176"	15219350	1018.07544445001	830.126614040635	1	""	"78L"	"lap"	"aM"	"vM"	"L"	"a"	"aMvM"	3.16471185199345	2.14663640754344	2.33458523795281	"210725_a176"	"78L"	830.126614040635	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.72157823619344
"210725_a176"	15219350	939.853595570757	781.196914238817	1	""	"79L"	"lid"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.95878627066742	2.01893267509666	2.1775893564286	"210725_a176"	"79L"	781.196914238817	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.66082724896761
"210725_a176"	15219350	1061.91099897312	790.000119343494	1	""	"7H"	"bend"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.20120300793874	2.13929200896562	2.41120288859525	"210725_a176"	"7H"	790.000119343494	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.67203309652877
"210725_a176"	15219350	820.864063892824	569.586921035694	1	""	"80H"	"lock"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.93762375975535	2.11675969586253	2.36803683871966	"210725_a176"	"80H"	569.586921035694	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.34491139816928
"210725_a176"	15219350	1077.32082553628	791.461392573865	1	""	"81L"	"logs"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.04103686890699	1.96371604337071	2.24957547633312	"210725_a176"	"81L"	791.461392573865	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.67388110058733
"210725_a176"	15219350	940.244538766247	598.423358210766	1	""	"82L"	"lungs"	"aM"	"vM"	"L"	"a"	"aMvM"	3.57546878376559	2.63522424499934	2.97704542555482	"210725_a176"	"82L"	598.423358210766	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.39429846034157
"210725_a176"	15219350	957.875842484303	711.769169551953	1	""	"83L"	"map"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.81725984466149	1.85938400217719	2.10549067510954	"210725_a176"	"83L"	711.769169551953	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.56775365878029
"210725_a176"	15219350	664.811254528781	406.793992623991	1	""	"85H"	"mat"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.01198486380906	2.34717360928028	2.60519087118507	"210725_a176"	"85H"	406.793992623991	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.00830689667105
"210725_a176"	15219350	787.646597585649	644.909329067109	1	""	"86L"	"meal"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.25739017892363	2.46974358133798	2.61248084985652	"210725_a176"	"86L"	644.909329067109	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.46910973182441
"210725_a176"	15219350	1335.66391108377	1123.79597953611	0	"mock"	"87L"	"mop"	"aM"	"vM"	"L"	"a"	"aMvM"	3.44595038544173	2.11028647435796	2.32215440590562	"210725_a176"	"87L"	1123.79597953611	"a"	"aM"	"vM"	"L"	"0"	"aMvM"	"(1e+03,3e+03]"	7.02446750110995
"210725_a176"	15219350	954.837631781341	703.509101688671	1	""	"88L"	"mouse"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.33074490130815	2.37590726952681	2.62723579961948	"210725_a176"	"88L"	703.509101688671	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.55608081419452
"210725_a176"	15219350	769.215293901597	613.547308030947	1	""	"89H"	"mug"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.2073856935902	2.4381703996886	2.59383838555925	"210725_a176"	"89H"	613.547308030947	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.4192573728829
"210725_a176"	15219350	839.879975251728	754.226382931177	1	""	"8L"	"blame"	"aNM"	"vM"	"L"	"a"	"aNMvM"	2.5819746778557	1.74209470260397	1.82774829492452	"210725_a176"	"8L"	754.226382931177	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.62569256555846
"210725_a176"	15219350	1040.57914895836	731.529054261469	1	""	"91L"	"notch"	"aM"	"vM"	"L"	"a"	"aMvM"	3.23183876932987	2.19125962037151	2.5003097150684	"210725_a176"	"91L"	731.529054261469	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.59513693841573
"210725_a176"	15219350	979.917312476854	797.109521731554	1	""	"93L"	"pad"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.3536648350053	2.37374752252845	2.55655531327375	"210725_a176"	"93L"	797.109521731554	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.68099208682929
"210725_a176"	15219350	995.419141896208	769.869386994228	1	""	"94H"	"pet"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.28139415044001	2.2859750085438	2.51152476344578	"210725_a176"	"94H"	769.869386994228	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.64622087317917
"210725_a176"	15219350	920.15324085185	861.02042071502	1	""	"95L"	"pie"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.7292175706325	2.80906432978065	2.86819714991748	"210725_a176"	"95L"	861.02042071502	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.75811822158552
"210725_a176"	15219350	887.600620607916	799.892012246996	1	""	"96H"	"pile"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.17607558846564	2.28847496785772	2.37618357621864	"210725_a176"	"96H"	799.892012246996	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.68447673386542
"210725_a176"	15219350	878.347713250998	709.023308489068	1	""	"97H"	"pill"	"aM"	"vM"	"H"	"a"	"aMvM"	3.31746176473081	2.43911405147981	2.60843845624174	"210725_a176"	"97H"	709.023308489068	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.56388840115264
"210725_a176"	15219350	918.088694361927	762.113238363897	1	""	"98H"	"pine"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.34693539813907	2.42884670377714	2.58482215977517	"210725_a176"	"98H"	762.113238363897	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.63609515142252
"210725_a176"	15219350	1159.41296373456	935.028295404887	1	""	"99L"	"plot"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.77553904434399	1.61612608060943	1.8405107489391	"210725_a176"	"99L"	935.028295404887	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.84057679129591
"210725_a176"	15219350	1268.76253900247	929.708372335809	1	""	"9L"	"blast"	"aM"	"vM"	"L"	"a"	"aMvM"	3.15641956032738	1.88765702132491	2.22671118799157	"210725_a176"	"9L"	929.708372335809	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.83487095883786
"210725_a180"	15192698	1196.94873818756	1079.61391675897	1	""	"100H"	"pole"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.03711874983392	1.84017001164636	1.95750483307495	"210725_a180"	"100H"	1079.61391675897	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	6.98435877172302
