"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"RTcut"	"LogRT"
"210725_c94"	14889970	1939.99823160271	1601.431524872	1	""	"82H"	"lungs"	"aNM"	"vM"	"H"	"c"	"aNMvM"	4.56816572329552	2.62816749169281	2.96673419842352	"210725_c94"	"82H"	1601.431524872	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.37865321126468
"210725_c94"	14889970	2535.27486694606	2325.67346834452	1	""	"83H"	"map"	"aM"	"vM"	"H"	"c"	"aMvM"	4.93319198879573	2.39791712184967	2.60751852045121	"210725_c94"	"83H"	2325.67346834452	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	7.75176493988109
"210725_c94"	14889970	2211.10057557581	1933.00920652808	1	""	"85L"	"mat"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.19026370233115	1.97916312675534	2.25725449580307	"210725_c94"	"85L"	1933.00920652808	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.56683324201545
"210725_c94"	14889970	1671.78704573292	1506.54904482223	1	""	"86H"	"meal"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.53725416071291	1.86546711497999	2.03070511589067	"210725_c94"	"86H"	1506.54904482223	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.31757691351487
"210725_c94"	14889970	1926.3403378954	1678.04827440335	1	""	"87H"	"mop"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.77347672852335	1.84713639062795	2.09542845412	"210725_c94"	"87H"	1678.04827440335	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.42538665562606
"210725_c94"	14889970	2097.44277644949	1833.97567118629	1	""	"88H"	"mouse"	"aM"	"vM"	"H"	"c"	"aMvM"	4.1342233386091	2.03678056215961	2.30024766742281	"210725_c94"	"88H"	1833.97567118629	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	7.5142413872902
"210725_c94"	14889970	1747.76572289999	1586.85975699086	1	""	"89L"	"mug"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.32804596705068	2.58028024415069	2.74118621005982	"210725_c94"	"89L"	1586.85975699086	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.36951234673552
"210725_c94"	14889970	2414.69903123871	2298.53950379969	1	""	"8H"	"blame"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	4.6744698949787	2.25977086373999	2.37593039117901	"210725_c94"	"8H"	2298.53950379969	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.74002920187244
"210725_c94"	14889970	2018.11786397838	1726.08175286729	1	""	"90H"	"net"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	4.35570252217889	2.33758465820051	2.6296207693116	"210725_c94"	"90H"	1726.08175286729	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.45360923602994
"210725_c94"	14889970	1622.89129606115	1276.34005085037	1	""	"91H"	"notch"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.37513193420006	1.75224063813891	2.09879188334969	"210725_c94"	"91H"	1276.34005085037	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.15175192593221
"210725_c94"	14889970	2073.99524023651	1911.01375875507	1	""	"93H"	"pad"	"aM"	"vM"	"H"	"c"	"aMvM"	4.54473833424333	2.47074309400682	2.63372457548826	"210725_c94"	"93H"	1911.01375875507	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	7.55538914398153
"210725_c94"	14889970	2012.63177380787	1780.07721972807	1	""	"94L"	"pet"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.31379608924789	2.30116431544002	2.53371886951982	"210725_c94"	"94L"	1780.07721972807	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.48441202421487
"210725_c94"	14889970	2164.53027865759	2080.6540757502	1	""	"95H"	"pie"	"aM"	"vNM"	"H"	"c"	"aMvNM"	4.57293192201996	2.40840164336237	2.49227784626976	"210725_c94"	"95H"	2080.6540757502	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.64043758275863
"210725_c94"	14889970	2173.2437446243	2034.10469862126	0	"pearl"	"96L"	"pile"	"aM"	"vM"	"L"	"c"	"aMvM"	4.28754879301937	2.11430504839507	2.25344409439811	"210725_c94"	"96L"	2034.10469862126	"c"	"aM"	"vM"	"L"	"0"	"aMvM"	"(1e+03,3e+03]"	7.61781104953216
"210725_c94"	14889970	1956.94383041484	1793.83340215259	0	"pale?"	"97L"	"pill"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.24500822743005	2.28806439701521	2.45117482527746	"210725_c94"	"97L"	1793.83340215259	"c"	"aNM"	"vM"	"L"	"0"	"aNMvM"	"(1e+03,3e+03]"	7.4921101744006
"210725_c94"	14889970	2577.19088073855	2445.55735264129	1	""	"98L"	"pine"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	4.46738277071148	1.89019188997293	2.02182541807019	"210725_c94"	"98L"	2445.55735264129	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.80202833202144
"210725_c94"	14889970	2306.72492901658	2025.30977640026	1	""	"99H"	"plot"	"aM"	"vNM"	"H"	"c"	"aMvNM"	4.29025300876003	1.98352807974345	2.26494323235977	"210725_c94"	"99H"	2025.30977640026	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.61347794384113
"210725_c94"	14889970	2421.5853125937	2139.69454870481	1	""	"9H"	"blast"	"aNM"	"vM"	"H"	"c"	"aNMvM"	4.65606481810016	2.23447950550646	2.51637026939535	"210725_c94"	"9H"	2139.69454870481	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.66841836357831
"210823_c177"	15326180	1230.28760704969	1068.94044469332	1	""	"100L"	"pole"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.8114134933621	1.58112588631241	1.74247304866878	"210823_c177"	"100L"	1068.94044469332	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	6.97442319824142
"210823_c177"	15326180	1085.03874904135	794.426799100155	1	""	"103H"	"raft"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.96064691386276	2.87560816482141	3.16622011476261	"210823_c177"	"103H"	794.426799100155	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.67762084718229
"210823_c177"	15326180	1052.58413220463	724.436477775729	1	""	"104H"	"rent"	"aM"	"vM"	"H"	"c"	"aMvM"	3.27093275593359	2.21834862372896	2.54649627815786	"210823_c177"	"104H"	724.436477775729	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.58539408058867
"210823_c177"	15326180	1179.074664483	1044.97196840465	1	""	"105L"	"rim"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.63770670609553	2.45863204161253	2.59273473769088	"210823_c177"	"105L"	1044.97196840465	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	6.95174533954597
"210823_c177"	15326180	1068.33160664063	850.820727011061	1	""	"107H"	"rope"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.06194795417604	1.99361634753541	2.21112722716498	"210823_c177"	"107H"	850.820727011061	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.74620144481949
"210823_c177"	15326180	969.589853101772	923.222026053422	1	""	"108H"	"row"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.47015760303875	2.50056774993698	2.54693557698533	"210823_c177"	"108H"	923.222026053422	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.82786975384599
"210823_c177"	15326180	962.724859091877	721.037097858847	1	""	"109H"	"sand"	"aM"	"vM"	"H"	"c"	"aMvM"	2.89966070637903	1.93693584728715	2.17862360852018	"210823_c177"	"109H"	721.037097858847	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.58069058930225
"210823_c177"	15326180	1038.05314006507	865.382294318621	1	""	"10L"	"bowl"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.32594906968469	2.28789592961962	2.46056677536607	"210823_c177"	"10L"	865.382294318621	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.76317136804673
"210823_c177"	15326180	868.77003089643	706.32790126677	1	""	"110L"	"scab"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.8944249449018	2.02565491400537	2.18809704363503	"210823_c177"	"110L"	706.32790126677	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.56007957905637
"210823_c177"	15326180	989.05545743334	729.366469338081	1	""	"111H"	"seeds"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.92058785174051	1.93153239430717	2.19122138240243	"210823_c177"	"111H"	729.366469338081	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.59217630712061
"210823_c177"	15326180	1111.64630861527	933.093278312203	1	""	"112L"	"shed"	"aM"	"vM"	"L"	"c"	"aMvM"	3.24638297705759	2.13473666844232	2.31328969874539	"210823_c177"	"112L"	933.093278312203	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.83850517260477
"210823_c177"	15326180	1277.79192536928	1076.46694765088	1	""	"113L"	"sheep"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.08801256669181	1.81022064132253	2.01154561904093	"210823_c177"	"113L"	1076.46694765088	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	6.98143961280391
"210823_c177"	15326180	1154.07170406927	845.042960334961	1	""	"114H"	"silk"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.97350819432988	1.81943649026061	2.12846523399492	"210823_c177"	"114H"	845.042960334961	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.73938746669792
"210823_c177"	15326180	1255.31868027687	1062.2596524989	1	""	"115L"	"skirt"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.3386829272982	2.08336424702134	2.2764232747993	"210823_c177"	"115L"	1062.2596524989	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(1e+03,3e+03]"	6.96815366579656
"210823_c177"	15326180	859.514241754074	600.366526700255	1	""	"116L"	"sleeves"	"aM"	"vM"	"L"	"c"	"aMvM"	3.14381902380084	2.28430478204677	2.54345249710059	"210823_c177"	"116L"	600.366526700255	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.39754034653999
"210823_c177"	15326180	955.252503789278	651.276313312978	1	""	"117L"	"slice"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.19960417272087	2.24435166893159	2.54832785940789	"210823_c177"	"117L"	651.276313312978	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.4789339965707
"210823_c177"	15326180	808.802205299195	661.719864029424	1	""	"118H"	"sling"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.96095239973734	2.15215019443815	2.29923253570792	"210823_c177"	"118H"	661.719864029424	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.49484230025826
"210823_c177"	15326180	1316.93905325736	1060.02742691331	1	""	"119L"	"splash"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.4242548366191	2.10731578336174	2.36422740970579	"210823_c177"	"119L"	1060.02742691331	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(1e+03,3e+03]"	6.96605006121789
"210823_c177"	15326180	987.252338450408	590.412060672658	1	""	"120L"	"sponge"	"aM"	"vM"	"L"	"c"	"aMvM"	2.92566696230872	1.93841462385831	2.33525490163606	"210823_c177"	"120L"	590.412060672658	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.38082070104621
"210823_c177"	15326180	981.956789147422	786.290779639602	1	""	"121L"	"spool"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.1128953143954	2.13093852524798	2.3266045347558	"210823_c177"	"121L"	786.290779639602	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.66732667266597
"210823_c177"	15326180	1313.44713272267	1148.79220547402	1	""	"122H"	"spoon"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.31456428775732	2.00111715503465	2.1657720822833	"210823_c177"	"122H"	1148.79220547402	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.04646641334234
"210823_c177"	15326180	883.395089307097	688.516617084808	1	""	"123L"	"sport"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.10718151345372	2.22378642414662	2.41866489636891	"210823_c177"	"123L"	688.516617084808	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.53453945307689
"210823_c177"	15326180	785.711145868996	719.130274656817	1	""	"124L"	"spray"	"aM"	"vM"	"L"	"c"	"aMvM"	3.12990580396335	2.34419465809435	2.41077552930653	"210823_c177"	"124L"	719.130274656817	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.57804252998266
"210823_c177"	15326180	1373.6762070744	1214.08940151881	1	""	"126L"	"strap"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.53680569222573	2.16312948515133	2.32271629070692	"210823_c177"	"126L"	1214.08940151881	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.10174961101575
"210823_c177"	15326180	1466.32892588592	1103.34837033041	1	""	"127H"	"swamps"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.46832332362941	2.00199439774349	2.364974953299	"210823_c177"	"127H"	1103.34837033041	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.00610480830839
"210823_c177"	15326180	995.354848572449	872.485695346659	1	""	"128L"	"swan"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.86386237346347	1.86850752489102	1.99137667811681	"210823_c177"	"128L"	872.485695346659	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.77134625892403
"210823_c177"	15326180	1279.77414754587	1177.85208773392	1	""	"129H"	"tea"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.41390825079582	2.13413410324995	2.2360561630619	"210823_c177"	"129H"	1177.85208773392	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.07144779413263
"210823_c177"	15326180	970.128397270533	805.622358623193	1	""	"12L"	"bread"	"aM"	"vM"	"L"	"c"	"aMvM"	2.92207210385087	1.95194370658034	2.11644974522768	"210823_c177"	"12L"	805.622358623193	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.6916150950202
"210823_c177"	15326180	1022.33025712486	654.985953432182	1	""	"130H"	"tent"	"aM"	"vM"	"H"	"c"	"aMvM"	2.78060048157011	1.75827022444525	2.12561452813793	"210823_c177"	"130H"	654.985953432182	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.48461379026359
"210823_c177"	15326180	1236.91023264735	1002.7005209962	1	""	"131L"	"thief"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.4802997145373	2.24338948188995	2.4775991935411	"210823_c177"	"131L"	1002.7005209962	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	6.91045216012304
"210823_c177"	15326180	940.341462986932	619.203929554392	1	""	"132H"	"thorns"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.24906693949392	2.30872547650699	2.62986300993953	"210823_c177"	"132H"	619.203929554392	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.42843466843495
"210823_c177"	15326180	926.919874541452	722.449041208161	1	""	"133H"	"throat"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.03960343947915	2.1126835649377	2.31715439827099	"210823_c177"	"133H"	722.449041208161	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.58264688629937
"210823_c177"	15326180	1261.20081861531	1135.00902939963	1	""	"134H"	"tin"	"aM"	"vM"	"H"	"c"	"aMvM"	3.24832370004539	1.98712288143008	2.11331467064576	"210823_c177"	"134H"	1135.00902939963	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	7.03439588530204
"210823_c177"	15326180	912.263962964827	787.431317045587	1	""	"136L"	"trail"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.77415981219028	1.86189584922545	1.98672849514469	"210823_c177"	"136L"	787.431317045587	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.66877615044616
"210823_c177"	15326180	1127.03099023798	906.793532169164	1	""	"137H"	"trap"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.15016817624831	2.02313718601033	2.24337464407915	"210823_c177"	"137H"	906.793532169164	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.8099147860199
"210823_c177"	15326180	1203.24061019628	963.345054640708	1	""	"138H"	"truck"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.9645844755473	2.76134386535102	3.00123942090659	"210823_c177"	"138H"	963.345054640708	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.87041165981145
"210823_c177"	15326180	1227.80381647922	1040.24548314592	1	""	"139H"	"tub"	"aM"	"vM"	"H"	"c"	"aMvM"	3.31924790240808	2.09144408592886	2.27900241926216	"210823_c177"	"139H"	1040.24548314592	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	6.94721200576847
"210823_c177"	15326180	1215.17652042107	1091.48021089729	1	"Not very sure about the onset time. There was a russling sound of metals before."	"140L"	"van"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.80947033075913	2.59429381033806	2.71799011986184	"210823_c177"	"140L"	1091.48021089729	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(1e+03,3e+03]"	6.99529004563535
"210823_c177"	15326180	1025.04680506447	712.058319401453	1	""	"141H"	"wax"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.36016196628216	2.33511516121769	2.64810364688071	"210823_c177"	"141H"	712.058319401453	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.5681598173293
"210823_c177"	15326180	1102.65833504424	1022.4132953617	1	"Pre-nasaling"	"14L"	"broom"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.6493320003317	2.54667366528746	2.62691870497	"210823_c177"	"14L"	1022.4132953617	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	6.92992108760924
"210823_c177"	15326180	1304.82994268472	1096.91486745324	1	""	"15H"	"bruise"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.53771920508426	2.23288926239954	2.44080433763102	"210823_c177"	"15H"	1096.91486745324	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(1e+03,3e+03]"	7.00025685238983
"210823_c177"	15326180	1704.90510962884	1462.54641079842	1	""	"16L"	"cake"	"aNM"	"vM"	"L"	"c"	"aNMvM"	4.137629886737	2.43272477710816	2.67508347593858	"210823_c177"	"16L"	1462.54641079842	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.28793431248176
"210823_c177"	15326180	1054.43973625355	851.204726263072	1	""	"17H"	"calf"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.59039501471909	2.53595527846554	2.73919028845602	"210823_c177"	"17H"	851.204726263072	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.74665267104268
"210823_c177"	15326180	1097.89673429621	875.285127153361	1	""	"19H"	"chat"	"aM"	"vM"	"H"	"c"	"aMvM"	3.14902635295047	2.05112961865426	2.27374122579711	"210823_c177"	"19H"	875.285127153361	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.77454969288075
"210823_c177"	15326180	1333.32229778975	943.745762702023	1	""	"20L"	"chunks"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.6547662029386	2.32144390514885	2.71102044023658	"210823_c177"	"20L"	943.745762702023	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.84985681070099
"210823_c177"	15326180	981.546516625372	762.578000287252	1	""	"22H"	"cliff"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.1712095558899	2.18966303926453	2.40863155560265	"210823_c177"	"22H"	762.578000287252	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.63670479870843
"210823_c177"	15326180	1404.2188622406	1151.66628050217	1	""	"23H"	"clock"	"aM"	"vM"	"H"	"c"	"aMvM"	3.19337850431951	1.78915964207891	2.04171222381734	"210823_c177"	"23H"	1151.66628050217	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	7.04896511222435
"210823_c177"	15326180	837.227282922525	782.308756462725	1	""	"24L"	"clue"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.07206549909444	2.23483821617191	2.28975674263171	"210823_c177"	"24L"	782.308756462725	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.66224949185698
"210823_c177"	15326180	1250.32070065771	962.000525219115	1	""	"25H"	"coach"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.35244365883491	2.1021229581772	2.3904431336158	"210823_c177"	"25H"	962.000525219115	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.86901499663137
"210823_c177"	15326180	1448.61102169919	1173.67706336587	1	""	"26H"	"coast"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.01285350597014	1.56424248427095	1.83917644260427	"210823_c177"	"26H"	1173.67706336587	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(1e+03,3e+03]"	7.06789688875433
"210823_c177"	15326180	1383.30135109051	1240.14127143365	1	""	"27H"	"coin"	"aM"	"vM"	"H"	"c"	"aMvM"	3.77739716470059	2.39409581361008	2.53725589326694	"210823_c177"	"27H"	1240.14127143365	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(1e+03,3e+03]"	7.12298058068524
"210823_c177"	15326180	1229.64760835008	880.395157369678	1	""	"28L"	"cops"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.60800803824988	2.3783604298998	2.7276128808802	"210823_c177"	"28L"	880.395157369678	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.7803708491484
"210823_c177"	15326180	1007.42808276242	734.367229267765	1	""	"29H"	"crash"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.14660246087494	2.13917437811253	2.41223523160718	"210823_c177"	"29H"	734.367229267765	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(-50,1e+03]"	6.59900921585392
"210823_c177"	15326180	860.24034806862	761.056108938189	0	"Van?"	"2L"	"barn"	"aM"	"vM"	"L"	"c"	"aMvM"	2.71549890023141	1.85525855216279	1.95444279129322	"210823_c177"	"2L"	761.056108938189	"c"	"aM"	"vM"	"L"	"0"	"aMvM"	"(-50,1e+03]"	6.63470708568011
"210823_c177"	15326180	928.946106435404	845.047432192984	1	""	"30H"	"crew"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.99580257978388	2.06685647334848	2.1507551475909	"210823_c177"	"30H"	845.047432192984	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	"(-50,1e+03]"	6.73939275855455
"210823_c177"	15326180	1114.04405055788	959.083705730307	1	""	"31H"	"crib"	"aM"	"vM"	"H"	"c"	"aMvM"	3.02393504079524	1.90989099023736	2.06485133506493	"210823_c177"	"31H"	959.083705730307	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	"(-50,1e+03]"	6.86597835546469
"210823_c177"	15326180	1143.86048304921	945.132067748673	1	""	"32L"	"crop"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.48839440342665	2.34453392037744	2.54326233567798	"210823_c177"	"32L"	945.132067748673	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	"(-50,1e+03]"	6.85132467196043
"210823_c177"	15326180	1263.11820686936	1157.6768179805	1	""	"33H"	"crown"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.06656368729625	1.80344548042689	1.90888686931575	"210823_c177"	"33H"	1157.6768179805	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.05417053280847
"210823_c177"	15326180	1251.52716015346	1118.40951309462	1	""	"35L"	"curb"	"aM"	"vM"	"L"	"c"	"aMvM"	3.47898740949755	2.22746024934409	2.36057789640293	"210823_c177"	"35L"	1118.40951309462	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(1e+03,3e+03]"	7.01966287742926
"210823_c177"	15326180	1159.52274893803	966.778057431579	1	""	"36L"	"dart"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.14399774584436	1.98447499690633	2.17721968841278	"210823_c177"	"36L"	966.778057431579	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(-50,1e+03]"	6.87396895249355
"210823_c177"	15326180	1097.1469608899	885.174666329718	1	""	"37H"	"deck"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.66002996877309	1.56288300788319	1.77485530244337	"210823_c177"	"37H"	885.174666329718	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	"(-50,1e+03]"	6.78578498861883
"210823_c177"	15326180	971.877849179237	870.369515845907	1	""	"38L"	"den"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.06500544901775	2.09312759983851	2.19463593317184	"210823_c177"	"38L"	870.369515845907	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	"(-50,1e+03]"	6.76891785233337
"210823_c177"	15326180	1159.54676188524	867.054296905952	1	"pre-nasaling"	"39L"	"dent"	"aM"	"vM"	"L"	"c"	"aMvM"	3.07000723069582	1.91046046881058	2.20295293378987	"210823_c177"	"39L"	867.054296905952	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	"(-50,1e+03]"	6.76510160100871
"210823_c177"	15326180	1768.72033342329	1722.08408342329	1	""	"3L"	"bay"	"aM"	"vNM"	"L"	"c"	"aMvNM"	4.18640748977306	2.41768715634977	2.46432340634977	"210823_c177"	"3L"	1722.08408342329	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	7.45129051272897
"210823_c177"	15326180	1332.89010730423	1039.86151934127	1	""	"40L"	"ditch"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.15775581714369	1.82486570983946	2.11789429780242	"210823_c177"	"40L"	1039.86151934127	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	"(1e+03,3e+03]"	6.94684282879003
