"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"batch"	"original_label"	"videoname"	"Task.Version"	"Spreadsheet"	"Response"	"display"	"randomise_blocks"	"row_number"	"filename"	"rowmean"	"block"	"Experiment.Version"	"Participant.OS"	"Participant.Browser"	"randomiser_t27m"	"date.of.birth_year"	"date.of.birth_month"	"sex"	"languages"	"response_6"	"response_6_text"	"mask.problems"	"Difficulty.x"	"Tiring"	"more.info.on.masks"	"Difficulty.y"	"Distraction"	"response_4_1"	"response_4_2"	"response_4_3"	"response_4_4"	"response_4_text"	"response_5"	"Comments"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VIDEO"	"PREDICT"	"ACOUSTIC"	"VISUAL"	"PREDICTABILITY"	"ACC"	"CONDITION"	"TRIAL"	"BLOCK"	"AGE"	"SEX"	"LIST"
"210719_a25"	14557507	890.293005558671	575.217567397281	1	"including pre-nasalisation"	"39H"	"dent"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.67036455284181	1.78007154728314	2.09514698544453	1	"14557507_39HaNMvM"	"39H_aNM_vM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14557507?filename=39HaNMvMmp4-59-2.weba"	"Block1"	1	48	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v7_task-fbmh.csv"	46	2	7	"Windows 10"	"Chrome 92.0.4515.107"	"Version8"	26	3	"Female"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	2	""	1	2	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_a25"	"39H"	575.217567397281	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	48	"2"	26.25	"Female"	"Version8"
"210719_a25"	14557507	633.130951215499	351.740805712849	1	"including prenasalisation"	"9L"	"blast"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.48854260588226	1.85541165466676	2.13680180016941	1	"14557507_9LaNMvNM"	"9L_aNM_vNM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14557507?filename=9LaNMvNMmp4-132-2.weba"	"Block1"	4	117	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v7_task-fbmh.csv"	106	4	7	"Windows 10"	"Chrome 92.0.4515.107"	"Version8"	26	3	"Female"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	2	""	1	2	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_a25"	"9L"	351.740805712849	"Adults"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	117	"4"	26.25	"Female"	"Version8"
"210719_c12"	14456668	307.086101861472	143.704691605052	1	"onset not sure"	"112H"	"shed"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.28964582523062	1.98255972336915	2.14594113362557	1	"14456668_112HaNMvNM"	"112H_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=112HaNMvNMmp4-93-2.weba"	"Block1"	4	80	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	76	3	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"112H"	143.704691605052	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	80	"3"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	459.433274026313	316.209815175983	1	"including pre-nasalisation"	"12H"	"bread"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.75744794151899	2.29801466749268	2.44123812634301	1	"14456668_12HaNMvNM"	"12H_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=12HaNMvNMmp4-29-2.weba"	"Block1"	3	20	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	16	1	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"12H"	316.209815175983	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	20	"1"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	352.057433132525	79.2878017223848	1	"preceded by f"	"131H"	"thief"	"aM"	"vM"	"H"	"c"	"aMvM"	2.20602676439585	1.85396933126333	2.12673896267347	1	"14456668_131HaMvM"	"131H_aM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=131HaMvMmp4-121-2.weba"	"Block1"	2	106	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	106	4	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"131H"	79.2878017223848	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	106	"4"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	601.386703740346	256.200933942656	1	"say 'many thorns'"	"132L"	"thorns"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.91141015318285	2.3100234494425	2.65520921924019	1	"14456668_132LaMvNM"	"132L_aM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=132LaMvNMmp4-32-2.weba"	"Block1"	3	23	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	16	1	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"132L"	256.200933942656	"Children"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	23	"1"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	660.346897312911	554.574747012241	1	"pre-nasalisation"	"2H"	"barn"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.58348807714492	1.92314117983201	2.02891333013268	1	"14456668_2HaNMvNM"	"2H_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=2HaNMvNMmp4-69-2.weba"	"Block1"	1	58	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	46	2	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"2H"	554.574747012241	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	58	"2"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	653.279822563012	550.867620182062	1	"pre-nasalisation"	"38H"	"den"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.0993382505207	2.44605842795769	2.54847063033864	1	"14456668_38HaNMvM"	"38H_aNM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=38HaNMvMmp4-16-2.weba"	"Block1"	3	7	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	16	1	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"38H"	550.867620182062	"Children"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	7	"1"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	401.295235963021	275.561011853841	1	"including pre-nasalisation"	"58H"	"goal"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.47632547086205	2.07503023489903	2.20076445900821	1	"14456668_58HaNMvM"	"58H_aNM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=58HaNMvMmp4-130-2.weba"	"Block1"	2	115	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	106	4	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"58H"	275.561011853841	"Children"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	115	"4"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	561.345996056081	448.583099230681	1	"pre-nasalisation"	"5H"	"beam"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.6849907026521	2.12364470659602	2.23640760342142	1	"14456668_5HaNMvM"	"5H_aNM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=5HaNMvMmp4-77-2.weba"	"Block1"	4	64	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	76	3	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"5H"	448.583099230681	"Children"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	64	"3"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	463.141266039391	340.948308759731	1	"pre-nasalisation"	"60L"	"grin"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.7627835372826	2.29964227124321	2.42183522852287	1	"14456668_60LaNMvNM"	"60L_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=60LaNMvNMmp4-60-2.weba"	"Block1"	1	49	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	46	2	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"60L"	340.948308759731	"Children"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	49	"2"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	518.134668406847	392.145651966927	1	"pre-nasalisation"	"61H"	"growl"	"aM"	"vM"	"H"	"c"	"aMvM"	2.62567843996209	2.10754377155524	2.23353278799516	1	"14456668_61HaMvM"	"61H_aM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=61HaMvMmp4-126-2.weba"	"Block1"	2	111	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	106	4	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"61H"	392.145651966927	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	111	"4"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	483.18702097295	223.72542717945	1	"pre-nasalisation"	"72L"	"juice"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.58734857971605	2.1041615587431	2.3636231525366	1	"14456668_72LaNMvNM"	"72L_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=72LaNMvNMmp4-96-2.weba"	"Block1"	4	83	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	76	3	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"72L"	223.72542717945	"Children"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	83	"3"	10.5833333333333	"Female"	"Version2"
"210719_c47"	14557278	1711.06649575987	1458.51391402144	1	" s"	"23H"	"clock"	"aM"	"vM"	"H"	"c"	"aMvM"	3.50022613783878	1.78915964207891	2.04171222381734	1	"14557278_23HaMvM"	"23H_aM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14557278?filename=23HaMvMmp4-39-2.weba"	"Block1"	2	30	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv"	16	1	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version5"	10	7	"Male"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	1	"He says he understands his teachers quite well when they wear face masks."	1	2	"Everything worked well"	NA	NA	NA	NA	"A couple of times my child pressed next first instead of saying the word."	"Very enjoyable"	"210719_c47"	"23H"	1458.51391402144	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	30	"1"	10.5833333333333	"Male"	"Version5"
"210719_c47"	14557278	1555.02476145108	1316.52760236017	1	"unsure_juiced"	"72H"	"juice"	"aM"	"vM"	"H"	"c"	"aMvM"	3.55700117235671	2.00197641090563	2.24047356999654	1	"14557278_72HaMvM"	"72H_aM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14557278?filename=72HaMvMmp4-55-2.weba"	"Block1"	4	44	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv"	46	2	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version5"	10	7	"Male"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	1	"He says he understands his teachers quite well when they wear face masks."	1	2	"Everything worked well"	NA	NA	NA	NA	"A couple of times my child pressed next first instead of saying the word."	"Very enjoyable"	"210719_c47"	"72H"	1316.52760236017	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	44	"2"	10.5833333333333	"Male"	"Version5"
"210719_c53"	15074698	1033.29368826895	880.857840041741	1	"pre-nasaling"	"12L"	"bread"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.90093949975224	1.86764581148329	2.0200816597105	1	"15074698_12LaNMvM"	"12L_aNM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=12LaNMvMmp4-103-2.weba"	"Block1"	3	90	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	76	3	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"12L"	880.857840041741	"Children"	"aNM"	"vM"	"L"	"No Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aNMvM"	90	"3"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	879.845932280059	744.480896048089	1	"pre-nasaling"	"140H"	"van"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.47648417297657	2.59663824069651	2.73200327692848	1	"15074698_140HaNMvNM"	"140H_aNM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=140HaNMvNMmp4-128-2.weba"	"Block1"	4	113	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	106	4	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"140H"	744.480896048089	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	113	"4"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	2335.17558147279	2161.59340683428	1	"pre-nasaling"	"41H"	"dive"	"aM"	"vM"	"H"	"c"	"aMvM"	4.39849595900498	2.06332037753219	2.2369025521707	1	"15074698_41HaMvM"	"41H_aM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=41HaMvMmp4-80-2.weba"	"Block1"	3	67	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	76	3	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"41H"	2161.59340683428	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	67	"3"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	931.990402929355	817.459152929335	1	"pre-nasaling"	"59H"	"gown"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.82671379040787	1.89472338747851	2.00925463747853	1	"15074698_59HaMvNM"	"59H_aM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=59HaMvNMmp4-109-2.weba"	"Block1"	4	94	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	106	4	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"59H"	817.459152929335	"Children"	"aM"	"vNM"	"H"	"Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aMvNM"	94	"4"	11.0833333333333	"Male"	"Version4"
"210719_c66"	14758562	167.386487375208	-103.644784554602	1	"OVERLAP"	"119H"	"splash"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.33804814601365	2.17066165863844	2.44169293056825	1	"14758562_119HaNMvNM"	"119H_aNM_vNM.mp4"	7	"Version1"	"https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-107-2.weba"	"Block1"	4	92	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv"	106	4	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version1"	10	5	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	4	3	""	1	1	"Everything worked well"	""	""	""	""	"NO"	"MY CHILD ENJOID"	"210719_c66"	"119H"	-103.644784554602	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	92	"4"	10.4166666666667	"Male"	"Version1"
"210719_c66"	14758562	558.142550124866	162.840011865656	1	"unclear overlap with noise"	"120H"	"sponge"	"aM"	"vM"	"H"	"c"	"aMvM"	2.75862638030046	2.20048383017559	2.5957863684348	1	"14758562_120HaMvM"	"120H_aM_vM.mp4"	7	"Version1"	"https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-63-2.weba"	"Block1"	2	52	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv"	46	2	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version1"	10	5	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	4	3	""	1	1	"Everything worked well"	""	""	""	""	"NO"	"MY CHILD ENJOID"	"210719_c66"	"120H"	162.840011865656	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	52	"2"	10.4166666666667	"Male"	"Version1"
"210719_c71"	14549435	867.589626638003	744.720473412213	1	"unsure_"	"128L"	"swan"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.73609715152902	1.86850752489102	1.99137667811681	1	"14549435_128LaNMvM"	"128L_aNM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14549435?filename=128LaNMvMmp4-19-2.weba"	"Block1"	2	10	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv"	16	1	5	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version5"	11	3	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"No"	2	3	"She can hear well but because of the face mask blocking direct speech coming through, it's easy to find that normal speech as become muffled and difficult to hear. It makes listening a harder task."	2	1	"Everything worked well"	NA	NA	NA	NA	"N/A"	"It was done well and efficiently, and both me and my daughter enjoyed it. In the future, if there are any online research opportunities like this, we'd be interested to take part!"	"210719_c71"	"128L"	744.720473412213	"Children"	"aNM"	"vM"	"L"	"No Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aNMvM"	10	"1"	11.25	"Female"	"Version5"
"210725_a120"	14668484	976.741110874902	722.289957079712	1	"glotalized t"	"19H"	"chat"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.02956044779877	2.05281933692387	2.30727049071906	1	"14668484_19HaNMvM"	"19H_aNM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14668484?filename=19HaNMvMmp4-13-2.weba"	"Block1"	1	4	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv"	16	1	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version4"	20	9	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	3	3	""	3	2	""	"There were issues with the videos"	""	""	""	"Around 3 videos lagged whilst playing"	""	"210725_a120"	"19H"	722.289957079712	"Adults"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	4	"1"	20.75	"Male"	"Version4"
"210725_a156"	14930256	529.172144592766	449.631966021336	1	"including pre-nasalisation"	"3H"	"bay"	"aM"	"vM"	"H"	"a"	"aMvM"	2.5021707869162	1.97299864232343	2.05253882089486	1	"14930256_3HaMvM"	"3H_aM_vM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14930256?filename=3HaMvMmp4-43-2.weba"	"Block1"	2	32	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv"	44	2	9	"Windows 10"	"Chrome 92.0.4515.131"	"Version8"	27	6	"Male"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask"	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a156"	"3H"	449.631966021336	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	32	"2"	27.5	"Male"	"Version8"
"210725_a156"	14930256	914.770497829867	600.016179435837	1	"including pre-nasalisation"	"40H"	"ditch"	"aM"	"vM"	"H"	"a"	"aMvM"	2.72786932236929	1.81309882453942	2.12785314293345	1	"14930256_40HaMvM"	"40H_aM_vM.mp4"	7	"Version8"	"https://gorilla.sc/uploads/schedule/14930256?filename=40HaMvMmp4-64-2.weba"	"Block1"	2	51	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv"	44	2	9	"Windows 10"	"Chrome 92.0.4515.131"	"Version8"	27	6	"Male"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask"	2	2	"Everything worked well"	""	""	""	""	""	""	"210725_a156"	"40H"	600.016179435837	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	51	"2"	27.5	"Male"	"Version8"
"210725_a165"	14947964	520.968288335526	320.009128282636	1	"sounds like 'hize' or 'hithe'."	"68H"	"hive"	"aM"	"vM"	"H"	"a"	"aMvM"	2.75513587025009	2.23416758191456	2.43512674196745	1	"14947964_68HaMvM"	"68H_aM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14947964?filename=68HaMvMmp4-124-2.weba"	"Block1"	3	109	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-klg9.csv"	106	4	9	"Chromium OS 13904.97.0"	"Chrome 91.0.4472.167"	"Version5"	24	5	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	3	"If I'm talking to someone with a face mask for a long period (more than 30 mins), it can sometimes be a bit strenuous"	1	1	"Everything worked well"	""	""	""	""	"there was one video that took a little while to load, but everything was fine for the rest of the time"	""	"210725_a165"	"68H"	320.009128282636	"Adults"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	109	"4"	24.4166666666667	"Female"	"Version5"
"210725_a176"	15219350	815.439363077333	678.577817938473	1	"but appears unsure"	"60L"	"grin"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.0685750149764	2.25313565189907	2.38999719703793	1	"15219350_60LaMvNM"	"60L_aM_vNM.mp4"	7	"Version7"	"https://gorilla.sc/uploads/schedule/15219350?filename=60LaMvNMmp4-54-2.weba"	"Block1"	1	43	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv"	46	2	9	"Windows 10"	"Chrome 92.0.4515.159"	"Version7"	20	8	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Hasn't been a huge issue. Sometimes hard to understand in loud spaces"	1	1	"Everything worked well"	""	""	""	""	""	""	"210725_a176"	"60L"	678.577817938473	"Adults"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	43	"2"	20.6666666666667	"Female"	"Version7"
