Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-xuy4,branch-lfui,branch-sv81,branch-p82f,randomiser-t27m,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,videoname,ANSWER,feedback,Progress,target,Predict,Auditory,Visual,ItemN,Condition,Combo,order
1,1627386908788,27/07/2021 11:55:08,1627386908620,1,27/07/2021 12:55:08,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,
2,1627386912265,27/07/2021 11:55:12,1627386912140,1,27/07/2021 12:55:12,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,1,1,1,Screen 1,Zone2,audio_recording2,,,,STARTED RECORDING,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
3,1627386915306,27/07/2021 11:55:15,1627386915156,1,27/07/2021 12:55:15,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,1,1,1,Screen 1,Zone2,audio_recording2,,,,STOPPED RECORDING,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
4,1627386915352,27/07/2021 11:55:15,1627386915171,1,27/07/2021 12:55:15,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,1,1,1,Screen 1,Zone2,audio_recording2,,,,58324-8-4340789-task-b6hw-14614143-audioFile-0-1.weba,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
5,1627386915352,27/07/2021 11:55:15,1627386915171,1,27/07/2021 12:55:15,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,1,1,1,Screen 1,Zone2,audio_recording2,,,,https://gorilla.sc/uploads/schedule/14614143?filename=audioFile-0-1.weba,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
6,1627386915352,27/07/2021 11:55:15,1627386915173,1,27/07/2021 12:55:15,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,1,1,1,Screen 1,Zone2,audio_recording2,6505,,,,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
7,1627386915509,27/07/2021 11:55:15,1627386915402,1,27/07/2021 12:55:15,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,1,1 ISI,Zone1,fixation,249.77700000000004,,,,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
8,1627386915634,27/07/2021 11:55:15,1627386915420,1,27/07/2021 12:55:15,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,STARTED RECORDING,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
9,1627386918149,27/07/2021 11:55:18,1627386917953,1,27/07/2021 12:55:17,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,video1,content_video,2545.399999976158,,,VIDEO STARTED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
10,1627386918201,27/07/2021 11:55:18,1627386917957,1,27/07/2021 12:55:17,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,video1,content_video,2548.899999976158,,,VIDEO TIMEUPDATE EVENT FIRED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
11,1627386918201,27/07/2021 11:55:18,1627386917957,1,27/07/2021 12:55:17,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,video1,content_video,2548.211,,,ADJUSTED START TIME based on TIMEUPDATE EVENT,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
12,1627386918201,27/07/2021 11:55:18,1627386917958,1,27/07/2021 12:55:17,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,video1,content_video,2549.899999976158,,,VIDEO PLAYING EVENT FIRED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
13,1627386921256,27/07/2021 11:55:21,1627386921136,1,27/07/2021 12:55:21,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,video1,content_video,5727.699999928474,,,VIDEO ENDED EVENT FIRED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
14,1627386922753,27/07/2021 11:55:22,1627386922570,1,27/07/2021 12:55:22,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,Zone3,response_button_text,7152.5,,,Next,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
15,1627386922816,27/07/2021 11:55:22,1627386922605,1,27/07/2021 12:55:22,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,STOPPED RECORDING,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
16,1627386922816,27/07/2021 11:55:22,1627386922607,1,27/07/2021 12:55:22,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,58324-8-4340789-task-b6hw-14614143-101LaMvMmp4-1-2.weba,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
17,1627386922816,27/07/2021 11:55:22,1627386922607,1,27/07/2021 12:55:22,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,https://gorilla.sc/uploads/schedule/14614143?filename=101LaMvMmp4-1-2.weba,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
18,1627386924660,27/07/2021 11:55:24,1627386924547,1,27/07/2021 12:55:24,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,3,4 Feedback,Zone1,timelimit_screen,1498.664999999999,,,,,0,1,0,,,1,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
19,1627386931609,27/07/2021 11:55:31,1627386931500,1,27/07/2021 12:55:31,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,2,1,4,Screen 1,advancementZone,continue_button,6940.300000071526,,,,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
20,1627386931859,27/07/2021 11:55:31,1627386931737,1,27/07/2021 12:55:31,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,3,2,1,1 ISI,Zone1,fixation,249.63200000000143,,,,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
21,1627386932016,27/07/2021 11:55:32,1627386931763,1,27/07/2021 12:55:31,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,3,2,2,2 Video Screen,Zone2,audio_recording2,,,,STARTED RECORDING,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
22,1627386933068,27/07/2021 11:55:33,1627386932966,1,27/07/2021 12:55:32,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,3,2,2,2 Video Screen,video1,content_video,1225.5,,,VIDEO STARTED,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
23,1627386933131,27/07/2021 11:55:33,1627386932997,1,27/07/2021 12:55:32,58324,8,task-b6hw,,14614143,210725_a107,4340789,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x768,1033x589,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version1,Version1,Version1,3,2,2,2 Video Screen,video1,content_video,1255.5999999046326,,,VIDEO TIMEUPDATE EVENT FIRED,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
