label	start_time
2H_aNM	-0
2L_aNM	3.2269791666666667
3H_aNM	6.381958333333333
3L_aNM	9.272937500000001
4H_aNM	13.291916666666669
4L_aNM	17.262895833333335
5H_aNM	20.945875
5L_aNM	24.724854166666667
7H_aNM	28.431833333333334
7L_aNM	31.7788125
8H_aNM	35.43779166666667
8L_aNM	39.45677083333334
9H_aNM	42.155750000000005
9L_aNM	46.10272916666667
10H_aNM	49.56970833333334
10L_aNM	53.396687500000006
11H_aNM	57.223666666666674
11L_aNM	60.88264583333334
12H_aNM	64.685625
12L_aNM	68.51260416666668
13H_aNM	71.45158333333333
13L_aNM	75.32656250000001
14H_aNM	78.79354166666667
14L_aNM	81.87652083333333
15H_aNM	86.0395
15L_aNM	90.27447916666668
16H_aNM	93.47745833333335
16L_aNM	97.7604375
17H_aNM	101.46741666666667
17L_aNM	105.63039583333332
19H_aNM	109.505375
19L_aNM	113.38035416666668
20H_aNM	117.63933333333334
20L_aNM	121.5623125
21H_aNM	125.91729166666667
21L_aNM	130.39227083333333
22H_aNM	134.65125
22L_aNM	138.62222916666667
23H_aNM	141.63320833333336
23L_aNM	144.8361875
24H_aNM	148.1591666666667
24L_aNM	151.81814583333335
25H_aNM	155.93312500000002
25L_aNM	160.1681041666667
26H_aNM	164.61908333333335
26L_aNM	168.03806250000002
27H_aNM	172.2010416666667
27L_aNM	175.74002083333335
28H_aNM	179.735
28L_aNM	183.44197916666667
29H_aNM	187.41295833333334
29L_aNM	190.73593749999998
30H_aNM	194.22691666666668
30L_aNM	196.87789583333335
31H_aNM	200.536875
31L_aNM	203.3798541666667
32H_aNM	207.42283333333336
32L_aNM	210.7458125
33H_aNM	214.98079166666668
33L_aNM	218.23177083333337
35H_aNM	221.05075000000005
35L_aNM	225.23772916666672
36H_aNM	228.58470833333337
36L_aNM	232.29168750000002
37H_aNM	235.42266666666671
37L_aNM	238.1696458333334
38H_aNM	241.87662500000005
38L_aNM	246.39960416666668
39H_aNM	249.38658333333336
39L_aNM	252.5415625
40H_aNM	255.8885416666667
40L_aNM	258.8515208333333
41H_aNM	262.2465
41L_aNM	265.18547916666665
42H_aNM	268.17245833333334
42L_aNM	270.9194375
