label	start_time
14549435_100LaNMvNM	-0
14549435_102LaNMvM	1.96875
14549435_103HaNMvM	4.111395833333333
14549435_104HaMvM	6.019020833333332
14549435_105LaNMvNM	7.856208333333332
14549435_107HaMvNM	9.828791666666666
14549435_108HaNMvM	11.688916666666666
14549435_109HaMvM	13.967645833333332
14549435_10LaNMvM	15.927145833333332
14549435_110LaNMvNM	18.159916666666668
14549435_111HaMvNM	20.1069375
14549435_112LaMvM	22.607041666666667
14549435_113LaMvNM	24.642666666666667
14549435_114HaNMvNM	26.683791666666668
14549435_115LaNMvM	28.595583333333334
14549435_116LaMvM	30.832645833333334
14549435_117LaMvNM	33.08414583333334
14549435_118HaNMvNM	35.123895833333336
14549435_119LaNMvM	37.401375
14549435_120LaMvM	39.49029166666667
14549435_121LaMvNM	41.54320833333334
14549435_122HaNMvNM	43.52177083333334
14549435_123LaNMvM	45.46091666666668
14549435_124LaMvM	47.713979166666675
14549435_126LaMvNM	49.649333333333345
14549435_127HaNMvNM	51.615395833333345
14549435_128LaNMvM	53.74533333333334
14549435_129HaNMvM	55.86377083333334
14549435_12LaMvM	57.80570833333334
14549435_130HaMvM	60.07585416666667
14549435_131LaNMvNM	62.147916666666674
14549435_132HaMvNM	64.15937500000001
14549435_133HaNMvM	66.25768750000002
14549435_134HaMvM	67.95014583333335
14549435_136LaNMvNM	69.86012500000002
14549435_137HaMvNM	72.0274791666667
14549435_138HaNMvM	73.8741041666667
14549435_139HaMvM	75.8289166666667
14549435_13HaMvM	77.79908333333337
14549435_140LaNMvNM	79.96762500000004
14549435_141HaMvNM	82.2908541666667
14549435_14LaMvNM	84.4647291666667
14549435_15HaNMvNM	86.85587500000004
14549435_16LaNMvM	89.29450000000004
14549435_17HaNMvM	91.19014583333337
14549435_19HaMvM	93.45158333333337
14549435_20LaNMvNM	95.53743750000004
14549435_21HaMvNM	97.82727083333337
14549435_22HaNMvM	100.0068541666667
14549435_23HaMvM	102.39039583333337
14549435_24LaNMvNM	104.32683333333337
14549435_25HaMvNM	106.65700000000004
14549435_26HaNMvM	109.19058333333338
14549435_27HaMvM	111.30677083333337
14549435_28LaNMvNM	113.18914583333337
14549435_29HaMvNM	115.1546041666667
14549435_2LaMvM	117.06377083333336
14549435_30HaNMvM	119.52935416666669
14549435_31HaMvM	121.3436041666667
14549435_32LaNMvNM	123.32095833333337
14549435_33HaMvNM	125.45952083333337
14549435_35LaMvM	127.58595833333337
14549435_36LaMvNM	129.7667916666667
14549435_37HaNMvNM	132.43537500000005
14549435_39LaMvM	134.52137500000006
14549435_3LaMvNM	137.10112500000005
14549435_40LaMvNM	139.49508333333338
14549435_41HaNMvNM	141.83229166666672
14549435_42LaNMvM	143.99897916666671
14549435_43LaMvM	146.33050000000006
14549435_44LaNMvNM	149.1900833333334
14549435_45HaMvNM	151.66864583333341
14549435_46LaMvNM	154.4053125000001
14549435_47HaNMvNM	156.45827083333342
14549435_48LaNMvM	158.7668333333334
14549435_4HaNMvNM	161.19050000000007
14549435_50LaNMvM	163.4709583333334
14549435_51LaMvM	165.80777083333342
14549435_52HaMvNM	168.00295833333342
14549435_53LaMvNM	170.36779166666676
14549435_54HaMvNM	172.39554166666676
14549435_55HaNMvNM	174.69383333333343
14549435_57HaNMvNM	177.12852083333343
14549435_59HaNMvM	179.0089375000001
14549435_5LaNMvM	181.11620833333342
14549435_60HaMvM	183.42064583333342
14549435_61LaNMvNM	185.35722916666677
14549435_62HaMvNM	187.53054166666678
14549435_63HaNMvM	189.64987500000012
14549435_64HaMvM	192.1402916666668
14549435_65LaNMvNM	194.49552083333347
14549435_66HaMvNM	196.78225000000015
14549435_67HaNMvM	198.87800000000016
14549435_68HaMvM	200.74762500000017
14549435_69LaNMvNM	202.69677083333352
14549435_70HaMvNM	204.8041458333335
14549435_71HaNMvM	206.86556250000018
14549435_72HaMvM	209.21991666666685
14549435_73LaNMvNM	211.3947500000002
14549435_74HaMvNM	213.5355625000002
14549435_75LaMvM	215.49547916666685
14549435_76LaMvNM	217.31991666666684
14549435_78HaNMvNM	219.4003958333335
14549435_79LaNMvM	221.44804166666682
14549435_7LaMvM	223.31854166666682
14549435_80LaMvM	225.32189583333349
14549435_81LaMvNM	227.30979166666683
14549435_82HaNMvNM	229.3440833333335
14549435_83LaNMvM	231.32393750000014
14549435_85LaMvM	233.3583541666668
14549435_86LaMvNM	235.47183333333348
14549435_87HaNMvNM	237.19752083333347
14549435_88LaNMvM	239.07612500000013
14549435_89LaMvM	241.4730416666668
14549435_8LaMvNM	243.47645833333348
14549435_90LaMvNM	245.42437500000014
14549435_91HaNMvNM	247.6677916666668
14549435_93LaNMvM	249.74206250000015
14549435_94HaNMvM	251.68358333333347
14549435_95HaMvM	253.68664583333347
14549435_96LaNMvNM	256.3536458333335
14549435_97HaMvNM	258.6564791666668
14549435_98HaNMvM	260.73593750000015
14549435_99HaMvM	263.2021666666668
14549435_9HaNMvNM	265.29781250000013
