Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-xuy4,branch-lfui,branch-sv81,branch-p82f,randomiser-t27m,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,videoname,ANSWER,feedback,Progress,target,Predict,Auditory,Visual,ItemN,Condition,Combo,order
1,1627120940272,24/07/2021 10:02:20,1627120937528,1,24/07/2021 11:02:17,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,
2,1627120943124,24/07/2021 10:02:23,1627120939964,1,24/07/2021 11:02:19,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,1,1,1,Screen 1,Zone2,audio_recording2,,,,STARTED RECORDING,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
3,1627120945691,24/07/2021 10:02:25,1627120942985,1,24/07/2021 11:02:22,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,1,1,1,Screen 1,Zone2,audio_recording2,,,,STOPPED RECORDING,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
4,1627120945910,24/07/2021 10:02:25,1627120943090,1,24/07/2021 11:02:23,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,1,1,1,Screen 1,Zone2,audio_recording2,,,,58325-5-4294862-task-f475-14555033-audioFile-0-1.weba,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
5,1627120945910,24/07/2021 10:02:25,1627120943092,1,24/07/2021 11:02:23,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,1,1,1,Screen 1,Zone2,audio_recording2,,,,https://gorilla.sc/uploads/schedule/14555033?filename=audioFile-0-1.weba,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
6,1627120945910,24/07/2021 10:02:25,1627120943097,1,24/07/2021 11:02:23,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,1,1,1,Screen 1,Zone2,audio_recording2,5447.399999976158,,,,,0,1,0,,,,,,Mic_Test,,,,,,,,,,,,2
7,1627120946117,24/07/2021 10:02:26,1627120943221,1,24/07/2021 11:02:23,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,1,1 ISI,Zone1,fixation,249.54599999999937,,,,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
8,1627120946117,24/07/2021 10:02:26,1627120943311,1,24/07/2021 11:02:23,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,STARTED RECORDING,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
9,1627120950879,24/07/2021 10:02:30,1627120948176,1,24/07/2021 11:02:28,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,video1,content_video,4931.200000047684,,,VIDEO STARTED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
10,1627120951088,24/07/2021 10:02:31,1627120948360,1,24/07/2021 11:02:28,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,video1,content_video,5115.300000011921,,,VIDEO PLAYING EVENT FIRED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
11,1627120951292,24/07/2021 10:02:31,1627120948613,1,24/07/2021 11:02:28,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,video1,content_video,5368.5,,,VIDEO TIMEUPDATE EVENT FIRED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
12,1627120951370,24/07/2021 10:02:31,1627120948615,1,24/07/2021 11:02:28,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,video1,content_video,5175.145000023842,,,ADJUSTED START TIME based on TIMEUPDATE EVENT,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
13,1627120954207,24/07/2021 10:02:34,1627120951535,1,24/07/2021 11:02:31,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,video1,content_video,8290.400000035763,,,VIDEO ENDED EVENT FIRED,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
14,1627120956241,24/07/2021 10:02:36,1627120953574,1,24/07/2021 11:02:33,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,Zone3,response_button_text,10307.5,,,Next,1,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
15,1627120956345,24/07/2021 10:02:36,1627120953672,1,24/07/2021 11:02:33,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,STOPPED RECORDING,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
16,1627120956460,24/07/2021 10:02:36,1627120953680,1,24/07/2021 11:02:33,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,58325-5-4294862-task-f475-14555033-101LaMvMmp4-1-2.weba,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
17,1627120956460,24/07/2021 10:02:36,1627120953681,1,24/07/2021 11:02:33,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,2,2 Video Screen,Zone2,audio_recording2,,,,https://gorilla.sc/uploads/schedule/14555033?filename=101LaMvMmp4-1-2.weba,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
18,1627120958227,24/07/2021 10:02:38,1627120955552,1,24/07/2021 11:02:35,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,3,4 Feedback,Zone1,timelimit_screen,1499.8110000000015,,,,,0,1,0,,,1,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
19,1627120963566,24/07/2021 10:02:43,1627120960656,1,24/07/2021 11:02:40,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,2,1,4,Screen 1,advancementZone,continue_button,5090.699999988079,,,,,0,1,0,,,,,,Practice,101L_aM_vM.mp4,,pool.jpg,1,pool,0,1,1,,,,3
20,1627120963627,24/07/2021 10:02:43,1627120960901,1,24/07/2021 11:02:40,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,1,1 ISI,Zone1,fixation,249.97899999999936,,,,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
21,1627120963627,24/07/2021 10:02:43,1627120960958,1,24/07/2021 11:02:40,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,Zone2,audio_recording2,,,,STARTED RECORDING,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
22,1627120965190,24/07/2021 10:02:45,1627120962496,1,24/07/2021 11:02:42,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,video1,content_video,1586.7000000476837,,,VIDEO STARTED,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
23,1627120965348,24/07/2021 10:02:45,1627120962560,1,24/07/2021 11:02:42,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,video1,content_video,1651.2000000476837,,,VIDEO TIMEUPDATE EVENT FIRED,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
24,1627120965348,24/07/2021 10:02:45,1627120962561,1,24/07/2021 11:02:42,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,video1,content_video,1650.9070000357628,,,ADJUSTED START TIME based on TIMEUPDATE EVENT,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
25,1627120965348,24/07/2021 10:02:45,1627120962562,1,24/07/2021 11:02:42,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,video1,content_video,1652.800000011921,,,VIDEO PLAYING EVENT FIRED,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
26,1627120968208,24/07/2021 10:02:48,1627120965410,1,24/07/2021 11:02:45,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,video1,content_video,4501.400000035763,,,VIDEO ENDED EVENT FIRED,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
27,1627120969516,24/07/2021 10:02:49,1627120966837,1,24/07/2021 11:02:46,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,Zone3,response_button_text,5918.100000023842,,,Next,1,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
28,1627120969641,24/07/2021 10:02:49,1627120966882,1,24/07/2021 11:02:46,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,Zone2,audio_recording2,,,,STOPPED RECORDING,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
29,1627120969641,24/07/2021 10:02:49,1627120966887,1,24/07/2021 11:02:46,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,Zone2,audio_recording2,,,,58325-5-4294862-task-f475-14555033-48LaNMvMmp4-2-2.weba,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
30,1627120969641,24/07/2021 10:02:49,1627120966888,1,24/07/2021 11:02:46,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,2,2 Video Screen,Zone2,audio_recording2,,,,https://gorilla.sc/uploads/schedule/14555033?filename=48LaNMvMmp4-2-2.weba,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
31,1627120971618,24/07/2021 10:02:51,1627120968817,1,24/07/2021 11:02:48,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,3,4 Feedback,Zone1,timelimit_screen,1499.9169999999976,,,,,0,1,0,,,1,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
32,1627120973685,24/07/2021 10:02:53,1627120971020,1,24/07/2021 11:02:51,58325,5,task-f475,,14555033,210719_c68,4294862,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,Cued shadowing task 3,7,Pass,Pass,UK,English speaker,Version3,Version3,Version3,3,2,4,Screen 1,advancementZone,continue_button,2195.300000011921,,,,,0,1,0,,,,,,Practice,48L_aNM_vM.mp4,,feast.jpg,1,feast,0,0,1,,,,4
